ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000162763	LRRC52	1	165513244	165533198	1	protein_coding	440699	LRRC52	0.00132907118787168	1.518525544	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	7.172e-09	rs10737496	2
ENSG00000188859	FAM78B	1	166026674	166136206	-1	protein_coding	149297	FAM78B	0.770974373780866	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	7.595e-07	rs10737496	2
ENSG00000143816	WNT9A	1	228106357	228135599	-1	protein_coding	7483	WNT9A	0.68038414960894	2.116854267	0	0	1	3.2905e-06	0.0233718612993224	eQTLGen_trans_eQTLs	-	No	NA	1.322e-08	rs28565152	13
ENSG00000115828	QPCT	2	37571717	37600465	1	protein_coding	25797	QPCT	1.87382648510695e-08	0.303395255	0	0	4	1.2409e-06	0.00988475592616884	eQTLGen_trans_eQTLs	-	No	NA	3.588e-12	rs174592	38
ENSG00000138081	FBXO11	2	48016455	48132932	-1	protein_coding	80204	FBXO11	0.999979628316394	-0.658439381	0	0	1	8.0896e-06	0.0488684440265932	eQTLGen_trans_eQTLs	+	No	NA	6.376e-07	rs6992333;rs11786083	31
ENSG00000115523	GNLY	2	85912298	85925977	1	protein_coding	10578	GNLY	0.00154995699769898	1.07481776	0	0	6	3.4516e-16	0	eQTLGen_trans_eQTLs	+	No	NA	1.621e-09	rs6992333;rs11786083	31
ENSG00000174501	ANKRD36C	2	96514587	96657541	-1	protein_coding	400986	ANKRD36C	NA	NA	0	0	15	3.2408e-10	0	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLGen_cis_eQTLs:GTEx/v8/Artery_Tibial:GTEx/v8/Nerve_Tibial	-	No	NA	4.776e-11	rs78381888;rs4619651	3
ENSG00000186281	GPAT2	2	96687694	96705199	-1	protein_coding	150763	GPAT2	0.0016122998449236	-0.91575293	0	0	17	1.15773e-05	3.73764e-30	GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Muscle_Skeletal	-	No	NA	4.776e-11	rs4619651;rs78381888	3
ENSG00000084090	STARD7	2	96850597	96874563	-1	protein_coding	56910	STARD7	0.927709615692812	-0.229907548	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	4.776e-11	rs4619651	3
ENSG00000135956	TMEM127	2	96914254	96931732	-1	protein_coding	55654	TMEM127	0.101457374227938	-1.955795737	0	0	30	2.0369e-39	0	eQTLGen_cis_eQTLs:GTEx/v8/Artery_Tibial:GTEx/v8/Cells_Cultured_fibroblasts	-	Yes	Fetal_Cortex:IMR90	4.776e-11	rs4619651;rs78381888;rs4619651:rs78381888	3
ENSG00000144021	CIAO1	2	96931870	96939087	1	protein_coding	9391	CIAO1	0.0147161304906565	-0.444672894	0	0	21	4.41251e-08	6.13068e-39	GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Tibial:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Prostate:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Testis:GTEx/v8/Thyroid	-	Yes	Fetal_Cortex:IMR90	4.776e-11	rs78381888;rs4619651;rs4619651:rs78381888	3
ENSG00000144028	SNRNP200	2	96940074	96971297	-1	protein_coding	23020	SNRNP200	0.999999999999148	-0.532188739	0	0	1	9.65126e-06	0.0482563	eQTLcatalogue/BLUEPRINT_ge_monocyte	+	No	NA	3.049e-09	rs78381888	3
ENSG00000198885	ITPRIPL1	2	96991069	96994091	1	protein_coding	150771	ITPRIPL1	1.10905298650302e-07	-0.465811461	0	0	32	3.6985e-27	0	eQTLcatalogue/Kasela_2017_T-cell_CD8:eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Colon_Transverse:GTEx/v8/Lung:GTEx/v8/Thyroid	-	No	NA	4.776e-11	rs4619651;rs78381888	3
ENSG00000121152	NCAPH	2	97001525	97039583	1	protein_coding	23397	NCAPH	0.0321635838191526	-0.48798455	0	0	1	0.000162909	0.0412245	GTEx/v8/Artery_Tibial	-	Yes	Adult_Cortex:Fetal_Cortex	4.776e-11	rs78381888;rs4619651	3
ENSG00000196843	ARID5A	2	97202480	97218375	1	protein_coding	10865	ARID5A	0.971125743700561	NA	0	0	30	3.4073e-39	0	eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	-	Yes	Promoter_anchored_loops:Fetal_Cortex:IMR90	4.776e-11	rs78381888;rs4619651	3
ENSG00000114982	KANSL3	2	97258907	97308524	-1	protein_coding	55683	KANSL3	0.994530636900608	-1.294678822	0	0	29	2.3378e-11	0	eQTLGen_cis_eQTLs	-	Yes	Promoter_anchored_loops:IMR90:Mesenchymal_Stem_Cell	4.776e-11	rs4619651;rs78381888;rs4619651:rs78381888	3
ENSG00000114988	LMAN2L	2	97371666	97405801	-1	protein_coding	81562	LMAN2L	1.28590577344366e-07	0.014321352	17	11.66	36	4.0115e-89	0	eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/GEUVADIS_ge_LCL:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_LCL:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Prostate:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Thyroid	-	Yes	Fetal_Cortex:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	4.776e-11	rs4619651;rs78381888;rs4619651:rs78381888	3
ENSG00000158158	CNNM4	2	97426639	97477628	1	protein_coding	26504	CNNM4	0.000338908702685108	-0.141410471	16	8.971	37	6.8385e-140	0	EyeGEx:eQTLcatalogue/CEDAR_rectum:eQTLcatalogue/CEDAR_transverse_colon:eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/Fairfax_2014_LPS2:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Nedelec_2016_ge_macrophage_Salmonella:eQTLcatalogue/Quach_2016_ge_monocyte_IAV:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/Quach_2016_ge_monocyte_Pam3CSK4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Colon_Transverse:GTEx/v8/Muscle_Skeletal:GTEx/v8/Pancreas:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Spleen:GTEx/v8/Testis	-	Yes	Fetal_Cortex:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	4.776e-11	rs4619651;rs78381888;rs4619651:rs78381888	3
ENSG00000168763	CNNM3	2	97481982	97499648	1	protein_coding	26505	CNNM3	NA	0.119587188	1	6.483	14	5.65694e-05	8.49441e-08	GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial	+	No	NA	3.049e-09	rs78381888;rs4619651	3
ENSG00000163126	ANKRD23	2	97490263	97523671	-1	protein_coding	200539	ANKRD23	8.66315090908555e-16	-0.740761242	2	6.483	0	NA	NA	NA	NA	No	NA	3.049e-09	rs78381888	3
ENSG00000213337	ANKRD39	2	97502348	97523832	-1	protein_coding	51239	ANKRD39	0.0573082907278283	NA	2	6.483	15	4.29578e-05	1.18298e-17	GTEx/v8/Muscle_Skeletal	+	No	NA	4.776e-11	rs78381888;rs4619651	3
ENSG00000168758	SEMA4C	2	97525453	97536494	-1	protein_coding	54910	SEMA4C	0.999373139159557	NA	1	0.925	0	NA	NA	NA	NA	No	NA	NA	rs78381888	3
ENSG00000168754	FAM178B	2	97541620	97684175	-1	protein_coding	51252	FAM178B	8.69889482161504e-05	-0.733033929	0	0	11	0.000105664	2.26082e-48	GTEx/v8/Testis	-	Yes	Promoter_anchored_loops	4.776e-11	rs4619651	3
ENSG00000144199	FAHD2B	2	97749320	97760619	-1	protein_coding	151313	FAHD2B	0.0279113840334889	-0.055466316	0	0	16	1.09954e-06	4.7644e-41	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:GTEx/v8/Brain_Cortex:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Thyroid	-	Yes	Promoter_anchored_loops	4.776e-11	rs4619651;rs78381888	3
ENSG00000135976	ANKRD36	2	97779233	97930258	1	protein_coding	375248	ANKRD36	2.11660484589104e-19	-0.664441015	0	0	31	1.0605e-24	0	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/GEUVADIS_ge_LCL:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Spleen:GTEx/v8/Thyroid	-	Yes	Promoter_anchored_loops	4.776e-11	rs78381888;rs4619651;rs4619651:rs78381888	3
ENSG00000135940	COX5B	2	98262503	98264846	1	protein_coding	1329	COX5B	0.412576836067639	-0.057758183	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs78381888	3
ENSG00000115073	ACTR1B	2	98272431	98280570	-1	protein_coding	10120	ACTR1B	0.0316601262849816	-0.22158287	0	0	33	1.7325e-89	0	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid	-	No	NA	4.776e-11	rs78381888;rs4619651	3
ENSG00000115085	ZAP70	2	98330023	98356325	1	protein_coding	7535	ZAP70	0.272667248493713	0.186156911	0	0	1	2.2987e-07	7.36756e-11	eQTLGen_cis_eQTLs:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Muscle_Skeletal	+	No	NA	3.049e-09	rs78381888	3
ENSG00000144152	FBLN7	2	112895962	112945791	1	protein_coding	129804	FBLN7	1.57848110307796e-05	NA	0	0	4	1.1317e-07	0.00126420635934108	eQTLGen_trans_eQTLs	-	No	NA	2.9e-13	rs17693963;6:28301195_A_G;rs17720293;rs149949;rs9393925;rs1233393;rs9257805	18
ENSG00000082438	COBLL1	2	165510134	165700189	-1	protein_coding	22837	COBLL1	0.0121973641922403	0.157056638	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.678e-08	rs17183814	4
ENSG00000169507	SLC38A11	2	165752696	165812035	-1	protein_coding	151258	SLC38A11	1.9255130084062e-06	-0.552927638	0	0	6	3.684e-07	0.00336283185840708	eQTLGen_trans_eQTLs	-	Yes	Mesendoderm:hESC	5.836e-14	rs13195402;rs17693963;rs149949;6:28301195_A_G;rs17720293;rs9393925;rs1233393;rs9257805;rs17183814	4:18
ENSG00000153253	SCN3A	2	165944032	166060577	-1	protein_coding	6328	SCN3A	0.999999992847256	-1.331231233	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesendoderm:hESC	3.878e-08	rs17183814	4
ENSG00000136531	SCN2A	2	166095912	166248818	1	protein_coding	6326	SCN2A	0.999999992314383	-0.96846317	2	19.83	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.678e-08	rs17183814	4
ENSG00000178662	CSRNP3	2	166326157	166545917	1	protein_coding	80034	CSRNP3	0.832452929930476	-3.191734723	1	3.095	0	NA	NA	NA	NA	No	NA	5.715e-06	rs17183814	4
ENSG00000115339	GALNT3	2	166604101	166651192	-1	protein_coding	2591	GALNT3	2.0116310885668e-05	-1.117902202	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:hESC	3.878e-08	rs17183814	4
ENSG00000123607	TTC21B	2	166713985	166810353	-1	protein_coding	79809	TTC21B	3.38768007245796e-22	0.293795588	0	0	2	5.1057e-07	0.00255285	eQTLcatalogue/CEDAR_transverse_colon	+	Yes	Mesendoderm:hESC	2.678e-08	rs17183814	4
ENSG00000144285	SCN1A	2	166845670	166984523	-1	protein_coding	6323	SCN1A	0.999999999535395	-0.513069946	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	3.878e-08	rs17183814	4
ENSG00000163092	XIRP2	2	167744997	168116263	1	protein_coding	129446	XIRP2	2.85559362075031e-37	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	2.054e-08	rs13417268:rs13417268;rs17202645	5
ENSG00000198648	STK39	2	168810530	169104651	-1	protein_coding	27347	STK39	0.999462431417641	-1.274787931	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	4.203e-08	rs13417268:rs13417268;rs17202645	5
ENSG00000172292	CERS6	2	169312372	169631644	1	protein_coding	253782	CERS6	0.684541332373748	-0.789777756	40	11.29	37	1.56124e-19	0	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Tibial:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Nerve_Tibial	-	Yes	Adult_Cortex:Fetal_Cortex:Aorta:Left_Ventricle:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.054e-08	rs17202645;rs13417268;rs17202645:rs13417268:rs13417268	5
ENSG00000163072	NOSTRIN	2	169643049	169722024	1	protein_coding	115677	NOSTRIN	3.5797265988291e-10	-0.276311026	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	2.054e-08	rs17202645:rs13417268:rs13417268;rs17202645	5
ENSG00000152253	SPC25	2	169690642	169769881	-1	protein_coding	57405	SPC25	0.0594294501038599	-0.350386754	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.054e-08	rs13417268:rs13417268;rs17202645:rs17202645	5
ENSG00000138399	FASTKD1	2	170386259	170430385	-1	protein_coding	79675	FASTKD1	1.65436401216165e-12	0.066827589	0	0	2	NA	0.049	CMC_NoSVA_cis	-	No	NA	1.229e-06	rs17202645	5
ENSG00000138378	STAT4	2	191894302	192016322	-1	protein_coding	6775	STAT4	0.988867842653571	-0.393433278	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	8.569e-08	rs2719164	7
ENSG00000173559	NABP1	2	192542794	192561385	1	protein_coding	64859	NABP1	0.014256968227511	-0.14738775	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	8.569e-08	rs2719164	7
ENSG00000168497	SDPR	2	192699028	192711981	-1	protein_coding	8436	SDPR	0.000704632748926169	-0.634203925	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.398e-08	rs2719164	7
ENSG00000144339	TMEFF2	2	192813769	193060435	-1	protein_coding	23671	TMEFF2	0.386319161722515	-1.764205527	0	0	0	NA	NA	NA	NA	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	4.254e-08	rs2719164:rs2011302	6:7
ENSG00000196950	SLC39A10	2	196440701	196602426	1	protein_coding	57181	SLC39A10	0.997850639903884	-1.481583401	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.254e-08	rs2011302:rs2719164	6:7
ENSG00000135929	CYP27A1	2	219646472	219680016	1	protein_coding	1593	CYP27A1	3.89681875061633e-11	-1.07572299	0	0	2	2.2496e-06	0.0169994879672299	eQTLGen_trans_eQTLs	+	No	NA	1.522e-11	rs174592	38
ENSG00000170248	PDCD6IP	3	33839844	33911194	1	protein_coding	10015	PDCD6IP	0.751958921876168	-1.337775632	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	6.634e-19	rs9834970:rs3732386:rs9834970;rs9985296;rs6779665	8
ENSG00000144681	STAC	3	36421836	36589499	1	protein_coding	6769	STAC	0.0107102692074456	0.060282382	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	6.634e-19	rs9834970:rs3732386:rs9834970;rs9985296;rs6779665	8
ENSG00000163673	DCLK3	3	36753913	36781352	-1	protein_coding	85443	DCLK3	0.439315817627167	1.518414455	0	0	68	8.4806e-11	3.06579338608786e-08	PsychENCODE_eQTLs:CMC_SVA_cis:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	-	Yes	Promoter_anchored_loops:Aorta:Left_Ventricle:Spleen:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.634e-19	rs9834970;rs3732386;rs9985296;rs6779665;rs4678915;rs9985296:rs3732386:rs9834970:rs9834970;rs6779665:rs9985296;rs6779665:rs3732386;rs4678915:rs6779665:rs4678915:rs6779665	8
ENSG00000168016	TRANK1	3	36868311	36986548	-1	protein_coding	9881	TRANK1	2.79379160018064e-10	-0.699749511	72	12.46	80	2.3544e-100	0	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/HipSci_ge_iPSC:eQTLcatalogue/Quach_2016_ge_monocyte_R848:PsychENCODE_eQTLs:DICE/B_cell_naive:DICE/NK:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cortex:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Thyroid	+	No	NA	6.634e-19	rs3732386;rs9834970;rs9985296;rs6779665;rs4678915	8
ENSG00000178567	EPM2AIP1	3	37027357	37034795	-1	protein_coding	9852	EPM2AIP1	0.164415268467168	0.811082225	0	0	11	4.79152e-07	1.58177e-11	eQTLcatalogue/Quach_2016_ge_monocyte_IAV:eQTLcatalogue/Quach_2016_ge_monocyte_R848:eQTLGen_cis_eQTLs:GTEx/v8/Thyroid	+	Yes	GM12878:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	6.634e-19	rs6779665;rs9985296;rs9834970;rs3732386;rs4678915;rs3732386:rs9985296:rs9834970:rs9834970;rs6779665:rs9985296;rs6779665:rs3732386;rs4678915:rs6779665:rs4678915:rs6779665	8
