GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
1	rs1143702	1	 44100084	rs11210892	2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	1p34.2	ARTN, ATP6V0B, B4GALT2, CCDC24, DPH2, IPO13, KDM4A, KDM4A-AS1, LOC101929592, MIR6079, PTPRF, SLC6A9, ST3GAL3	PTPRF - KDM4A	ENSG00000142949	ENSG00000066135		10747	15736	rs11210892-?	rs11210892	0	11210892	intergenic_variant	1		4E-10	9.39794000867204		1.0638298	[1.04-1.09]	Affymetrix, Illumina [NR]	N
1	rs1143702	1	 44100084	rs11210892	2019-12-23	31740837	Lam M	2019-11-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31740837	Comparative genetic architectures of schizophrenia in East Asian and European populations.	Schizophrenia	22,778 East Asian ancestry cases, 35,362 East Asian ancestry controls, 33,640 European ancestry cases, 43,456 European ancestry controls	NA	1p34.2	NR	PTPRF - KDM4A	ENSG00000142949	ENSG00000066135		10747	15736	rs11210892-?	rs11210892	0	11210892	intergenic_variant	1	NR	1E-15	15		1.0749799	[1.06-1.09]	Affymetrix, Illumina [12447948] (imputed)	N
1	rs1143702	1	 44100084	rs11210892	2020-10-07	32606422	Wu Y	2020-06-30	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32606422	Multi-trait analysis for genome-wide association study of five psychiatric disorders.	Schizophrenia (MTAG)	65,967 individuals	NA	1p34.2	NR	PTPRF - KDM4A	ENSG00000142949	ENSG00000066135		10747	15736	rs11210892-?	rs11210892	0	11210892	intergenic_variant	1		5E-11	10.301029995664		NA		NR [8377093]	N
1	rs1143702	1	 44100084	rs11210892	2020-10-07	32606422	Wu Y	2020-06-30	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/32606422	Multi-trait analysis for genome-wide association study of five psychiatric disorders.	Schizophrenia (MTAG)	67,764 individuals	NA	1p34.2	NR	PTPRF - KDM4A	ENSG00000142949	ENSG00000066135		10747	15736	rs11210892-?	rs11210892	0	11210892	intergenic_variant	1		2E-10	9.69897000433602		NA		NR [8377093]	N
1	rs1143702	1	 44100084	rs11947191 x rs11210892	2020-07-28	32450446	Wang H	2020-04-29	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/32450446	Genome-wide interaction analysis of pathological hallmarks in Alzheimer's disease.	Total PHF-tau (SNP x SNP interaction)	1,285 individuals	NA	1p34.2	NR x NR	No mapped genes x PTPRF - KDM4A				NA	NA	rs11947191-? x rs11210892-?	rs11947191 x rs11210892	0	NA	intergenic_variant x intergenic_variant	NA	NR	4E-10	9.39794000867204		NA		Affymetrix, Illumina [279409] (imputed)	N
1	rs1143702	1	 44100084	rs11210892	2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Schizophrenia (MTAG)	at least 33,640 European ancestry cases, at least 43,456 European ancestry controls	NA	1p34.2	NR	PTPRF - KDM4A	ENSG00000142949	ENSG00000066135		10747	15736	rs11210892-A	rs11210892	0	11210892	intergenic_variant	1	0.6382	3E-8	7.52287874528034		0.06351961	[0.041-0.086] unit decrease	NR [NR]	N
1	rs1143702	1	 44107428	rs2367724	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling worry	372,869 European ancestry individuals	NA	1p34.2	MED8	PTPRF - KDM4A	ENSG00000142949	ENSG00000066135		18091	8392	rs2367724-T	rs2367724	0	2367724	intergenic_variant	1	0.331244	3E-9	8.52287874528034		5.953	unit increase	NR [10847151] (imputed)	N
1	rs1143702	1	 44109749	rs607296	2021-07-27	33479212	Yao X	2021-01-21	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/33479212	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	Neuropsychiatric disorders	19,099 European ancestry attention deficit hyperactivity disorder cases, 18,381 European ancestry autism spectrum disorder cases, 20,352 European ancestry bipolar disorder cases, 170,756 European ancestry major depressive disorder cases, 33,640 European ancestry schizophrenia cases, 466,420 European ancestry controls	NA	1p34.2	NR	PTPRF - KDM4A	ENSG00000142949	ENSG00000066135		20412	6071	rs607296-A	rs607296	0	607296	TF_binding_site_variant	1	NR	2E-8	7.69897000433602		5.655	NR z score increase	NR [NR]	N
1	rs1143702	1	 44111187	rs623965	2019-09-25	31005972	Hwang LD	2019-04-21	Am J Clin Nutr	www.ncbi.nlm.nih.gov/pubmed/31005972	New insight into human sweet taste: a genome-wide association study of the perception and intake of sweet substances.	Perceived intensity of sweet substances	2,443 European ancestry twins	NA	1p34.2	KDM4A	PTPRF - KDM4A	ENSG00000142949	ENSG00000066135		21850	4633	rs623965-G	rs623965	0	623965	intergenic_variant	1	0.76	5E-6	5.30102999566398		0.17	[0.092-0.248] unit increase	Illumina [4001140] (imputed)	N
1	rs1143702	1	 44137257	rs586339	2019-02-06	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Balding type 1	approximately 208,000 European ancestry individuals	NA	1p34.2		KDM4A			ENSG00000066135	NA	NA	rs586339-?	rs586339	0	586339	missense_variant	0	NR	2E-8	7.69897000433602		NA		NR [~ 8900000] (imputed)	N
1	rs1143702	1	 44137257	rs586339	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (MTAG)	1,311,438 European ancestry individuals	NA	1p34.2	Intergenic	KDM4A			ENSG00000066135	NA	NA	rs586339-A	rs586339	0	586339	missense_variant	0	0.7401	2E-31	30.698970004336	(MTAG)	0.0174	[0.014-0.02] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
1	rs4660761	1	 44319373	rs3011225	2012-11-20	22959728	Ahmeti KB	2012-09-05	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/22959728	Age of onset of amyotrophic lateral sclerosis is modulated by a locus on 1p34.1.	Amyotrophic lateral sclerosis (age of onset)	4,243 European ancestry cases	NA	1p34.1	ST3GAL3	ST3GAL3			ENSG00000126091	NA	NA	rs3011225-G	rs3011225	0	3011225	intron_variant	0	0.22	7E-8	7.15490195998574	(Joint)	NA		Illumina [254145]	N
1	rs4660761	1	 44349405	rs803679	2021-07-27	34211149	Mills MC	2021-07-01	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/34211149	Identification of 371 genetic variants for age at first sex and birth linked to externalising behaviour.	Age at first sexual intercourse	397,338 European ancestry individuals	NA	1p34.1	ST3GAL3	ST3GAL3			ENSG00000126091	NA	NA	rs803679-G	rs803679	0	803679	intron_variant	0	0.205527	7E-12	11.1549019599857		0.0175012	[0.013-0.022] unit decrease	NR [16516521] (imputed)	N
1	rs4660761	1	 44369444	rs11210935	2020-01-29	31844048	Hill WD	2019-12-16	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31844048	Genome-wide analysis identifies molecular systems and 149 genetic loci associated with income.	Household income (MTAG)	505,541 British and unknown ancestry individuals	NA	1p34.1	ST3GAL3	ST3GAL3			ENSG00000126091	NA	NA	rs11210935-A	rs11210935	0	11210935	intron_variant	0	0.2034	3E-11	10.5228787452803		0.016159166	[0.011-0.021] unit increase	Affymetrix [up to 18485882] (imputed)	N
1	rs4660761	1	 44377503	rs4314918	2021-02-26	33563987	Tyrrell J	2021-02-09	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/33563987	Genetic predictors of participation in optional components of UK Biobank.	Acceptance of an invitation to participate in a mental health questionnaire	146,074 European ancestry cases, 148,713 European ancestry controls	NA	1p34.1	NR	ST3GAL3			ENSG00000126091	NA	NA	rs4314918-G	rs4314918	0	4314918	intron_variant	0	0.17	4E-8	7.39794000867204		0.97	[0.96, 0.98]	Affymetrix [39302896] (imputed)	N
1	rs4660761	1	 44377503	rs4314918	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance (MTAG)	402,382 European ancestry individuals	NA	1p34.1	Intergenic	ST3GAL3			ENSG00000126091	NA	NA	rs4314918-A	rs4314918	0	4314918	intron_variant	0	0.8281	8E-15	14.0969100130081	(MTAG)	0.0236	[0.018-0.029] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
1	rs4660761	1	 44377503	rs4314918	2021-01-13	33414549	Demange PA	2021-01-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33414549	Investigating the genetic architecture of noncognitive skills using GWAS-by-subtraction.	Cognitive aspects of educational attainment	257,700 European ancestry individuals	NA	1p34.1	NR	ST3GAL3			ENSG00000126091	NA	NA	rs4314918-G	rs4314918	0	4314918	intron_variant	0	0.199801	4E-10	9.39794000867204		0.04920983	[0.034-0.065] unit decrease	Affymetrix, Illumina, Perlegen [7305956] (imputed)	N
1	rs4660761	1	 44379957	rs6674176	2018-01-12	29186694	Lam M	2017-11-28	Cell Rep	www.ncbi.nlm.nih.gov/pubmed/29186694	Large-Scale Cognitive GWAS Meta-Analysis Reveals Tissue-Specific Neural Expression and Potential Nootropic Drug Targets.	Cognitive ability	107,207 European ancestry individuals	NA	1p34.1	ST3GAL3	ST3GAL3			ENSG00000126091	NA	NA	rs6674176-?	rs6674176	0	6674176	3_prime_UTR_variant	0	NR	8E-6	5.09691001300806		4.457	z score increase	Affymetrix, Illumina [7357080] (imputed)	N
1	rs4660761	1	 44379957	rs6674176	2018-01-12	29186694	Lam M	2017-11-28	Cell Rep	www.ncbi.nlm.nih.gov/pubmed/29186694	Large-Scale Cognitive GWAS Meta-Analysis Reveals Tissue-Specific Neural Expression and Potential Nootropic Drug Targets.	Cognitive ability (MTAG)	436,124 European ancestry individuals	NA	1p34.1	ST3GAL3	ST3GAL3			ENSG00000126091	NA	NA	rs6674176-?	rs6674176	0	6674176	3_prime_UTR_variant	0	NR	2E-9	8.69897000433602		6.039	z score increase	Affymetrix, Illumina, Perlegen [7333576] (imputed)	N
1	rs4660761	1	 44379957	rs6674176	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	1p34.1	ST3GAL3	ST3GAL3			ENSG00000126091	NA	NA	rs6674176-A	rs6674176	0	6674176	3_prime_UTR_variant	0	NR	1E-11	11		0.025321938	[0.018-0.033] unit increase	Affymetrix [NR]	N
1	rs4660761	1	 44402565	rs12127737	2019-08-29	31046077	Zhong VW	2019-05-02	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/31046077	A genome-wide association study of bitter and sweet beverage consumption.	Tea consumption	336,898 European ancestry individuals	39,924 European ancestry individuals	1p34.1	ARTN	ARTN			ENSG00000117407	NA	NA	rs12127737-G	rs12127737	0	12127737	3_prime_UTR_variant	0	0.2236	9E-7	6.04575749056068		0.009	[0.0055-0.0125] unit increase	Affymetrix [~ 7740000] (imputed)	N
1	rs4660761	1	 44405563	rs11210937	2018-09-12	29942086	Savage JE	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942086	Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.	Intelligence	269,867 European ancestry individuals	NA	1p34.1	NR	ARTN - IPO13	ENSG00000117407	ENSG00000117408		2651	7059	rs11210937-T	rs11210937	0	11210937	non_coding_transcript_exon_variant	1	NR	3E-8	7.52287874528034		5.551	z-score decrease	Affymetrix, Illumina [9295118] (imputed)	N
1	rs4660761	1	 44405563	rs11210937	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance	257,841 European ancestry individuals	NA	1p34.1	Intergenic	ARTN - IPO13	ENSG00000117407	ENSG00000117408		2651	7059	rs11210937-T	rs11210937	0	11210937	non_coding_transcript_exon_variant	1	0.1685	2E-10	9.69897000433602		0.0242	[0.017-0.032] unit decrease	Affymetrix, Illumina [10100000] (imputed)	N
1	rs4660761	1	 44440146	rs4660761	2019-12-23	31740837	Lam M	2019-11-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31740837	Comparative genetic architectures of schizophrenia in East Asian and European populations.	Schizophrenia	22,778 East Asian ancestry cases, 35,362 East Asian ancestry controls	NA	1p34.1	NR	DPH2 - ATP6V0B	ENSG00000132768	ENSG00000117410		1105	13	rs4660761-?	rs4660761	0	4660761	non_coding_transcript_exon_variant	1	NR	5E-9	8.30102999566398		1.098901		Affymetrix, Illumina [9938587] (imputed)	N
2	rs2678884	2	 57942987	rs10496076	2019-09-24	31358974	Evangelou E	2019-07-29	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/31358974	New alcohol-related genes suggest shared genetic mechanisms with neuropsychiatric disorders.	Alcohol consumption	480,842 European ancestry individuals	NA	2p16.1	VRK2	NA - ACTG1P22		ENSG00000271615		NA	39576	rs10496076-T	rs10496076	0	10496076	intergenic_variant	1	0.37	1E-11	11		0.007	[0.005-0.009] unit decrease	Affymetrix, Illumina [~ 7100000] (imputed)	N
