ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000142949	PTPRF	1	43990858	44089343	1	protein_coding	5792	PTPRF	0.999998378977356	-1.116923282	39	12.97	77	8.8722e-14	0	eQTLcatalogue/TwinsUK_ge_LCL:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis	-	Yes	EP_links_oneway:Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Mesenchymal_Stem_Cell	1.447e-08	rs1143702;rs4660761;rs1143702:rs4660761	1
ENSG00000066135	KDM4A	1	44115829	44171186	1	protein_coding	9682	KDM4A	0.999993865120135	-1.029432354	30	15.97	97	1.21221e-08	2.32896652110626e-05	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adrenal_Gland:GTEx/v8/Skin_Sun_Exposed_Lower_leg	-	Yes	IMR90:Mesenchymal_Stem_Cell	1.447e-08	rs1143702;rs4660761	1
ENSG00000126091	ST3GAL3	1	44171495	44396831	1	protein_coding	6487	ST3GAL3	0.573989459299218	0.35827043	36	12	106	1.93493e-22	9.67465e-19	eQTLcatalogue/Nedelec_2016_ge_macrophage_Salmonella:eQTLcatalogue/Quach_2016_ge_monocyte_Pam3CSK4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:eQTLcatalogue/TwinsUK_ge_LCL:BRAINEAC/WHMT:GTEx/v8/Brain_Cortex:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal:GTEx/v8/Cells_Cultured_fibroblasts	+	Yes	Adult_Cortex:Fetal_Cortex:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	5.081e-09	rs4660761;rs1143702;rs1143702:rs4660761	1
ENSG00000117407	ARTN	1	44398992	44402913	1	protein_coding	9048	ARTN	0.293100341552423	-0.349064033	19	12	130	1.84908e-35	1.29717e-28	EyeGEx:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/GENCORD_ge_LCL:eQTLcatalogue/Nedelec_2016_ge_macrophage_Listeria:eQTLcatalogue/Nedelec_2016_ge_macrophage_Salmonella:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/Quach_2016_ge_monocyte_Pam3CSK4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:PsychENCODE_eQTLs:DICE/NK:DICE/T_CD4_TH2:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Testis	+	Yes	Promoter_anchored_loops:Fetal_Cortex:Mesenchymal_Stem_Cell	5.081e-09	rs4660761;rs1143702;rs4660761:rs1143702	1
ENSG00000117408	IPO13	1	44412611	44433694	1	protein_coding	9670	IPO13	0.972444338181171	-1.047462746	24	13.6	107	7.23601e-16	3.618e-12	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/Nedelec_2016_ge_macrophage_Salmonella:eQTLGen_cis_eQTLs:CMC_SVA_cis:GTEx/v8/Whole_Blood:GTEx/v8/Muscle_Skeletal:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	-	Yes	Promoter_anchored_loops:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.081e-09	rs4660761;rs1143702;rs4660761:rs1143702	1
ENSG00000132768	DPH2	1	44435672	44439041	1	protein_coding	1802	DPH2	0.00684674768380938	0.103530113	10	9.536	51	3.6032e-22	0	eQTLGen_cis_eQTLs:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Pancreas:GTEx/v8/Thyroid	+	Yes	Promoter_anchored_loops:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.081e-09	rs4660761;rs1143702;rs4660761:rs1143702	1
ENSG00000117410	ATP6V0B	1	44440159	44443967	1	protein_coding	533	ATP6V0B	0.927635231427402	-0.400284464	7	9.536	117	4.8379e-83	0	eQTLcatalogue/BLUEPRINT_ge_neutrophil:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Esophagus_Gastroesophageal_Junction	+	Yes	Promoter_anchored_loops:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.081e-09	rs4660761;rs1143702;rs4660761:rs1143702	1
ENSG00000117411	B4GALT2	1	44444615	44456840	1	protein_coding	8704	B4GALT2	0.295417380860886	-0.049213329	9	16	46	7.17755e-07	0.000188877	eQTLcatalogue/Nedelec_2016_ge_macrophage_Salmonella:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Muscle_Skeletal	-	Yes	Promoter_anchored_loops	5.081e-09	rs4660761	1
ENSG00000159214	CCDC24	1	44457031	44462200	1	protein_coding	149473	CCDC24	2.01106420911485e-08	-0.436774622	6	16	145	3.27170000000001e-310	0	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/Fairfax_2014_LPS24:eQTLcatalogue/Fairfax_2014_LPS2:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/Kasela_2017_T-cell_CD8:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:eQTLcatalogue/Nedelec_2016_ge_macrophage_Salmonella:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/TwinsUK_ge_blood:DICE/B_cell_naive:DICE/NK:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Spleen:GTEx/v8/Thyroid	-	No	NA	5.081e-09	rs4660761;rs1143702	1
ENSG00000196517	SLC6A9	1	44457172	44497139	-1	protein_coding	6536	SLC6A9	0.0442530405880805	-0.177975638	6	16	47	1.74549e-187	0	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	+	Yes	IMR90	5.081e-09	rs4660761	1
ENSG00000117419	ERI3	1	44686742	44820932	-1	protein_coding	79033	ERI3	0.129756091189771	NA	0	0	2	6.54263e-06	0.0327132	eQTLcatalogue/Fairfax_2012_B-cell_CD19	-	No	NA	0.0005256	rs1143702	1
ENSG00000126106	TMEM53	1	45100910	45140227	-1	protein_coding	79639	TMEM53	0.0389751684862776	0.353320546	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex:Mesenchymal_Stem_Cell	1.754e-06	rs4660761	1
ENSG00000198520	C1orf228	1	45140364	45191263	1	protein_coding	339541	C1orf228	NA	-0.536446772	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex:Mesenchymal_Stem_Cell	1.754e-06	rs4660761	1
ENSG00000142945	KIF2C	1	45205490	45233439	1	protein_coding	11004	KIF2C	0.01719407223229	-0.030739254	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	6.365e-06	rs4660761	1
ENSG00000086015	MAST2	1	46252659	46501796	1	protein_coding	23139	MAST2	5.44402882251562e-11	NA	0	0	1	3.9423e-06	0.0271343583404157	eQTLGen_trans_eQTLs	+	No	NA	1.393e-07	rs320696	11
ENSG00000092621	PHGDH	1	120202421	120286838	1	protein_coding	26227	PHGDH	0.000436998677210205	-0.059014319	0	0	1	1.0526e-07	0.00118587264758958	eQTLGen_trans_eQTLs	-	No	NA	0.005695	rs10883756	14
ENSG00000143595	AQP10	1	154293566	154297801	1	protein_coding	89872	AQP10	0.0152782932027765	-0.980404431	0	0	3	9.7978e-14	0	eQTLGen_trans_eQTLs	-	No	NA	1.14e-10	rs10883756;rs10883761;rs7917772	14
ENSG00000138041	SMEK2	2	55774428	55846015	-1	protein_coding	57223	SMEK2	0.811197027412435	-0.45962535	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	8.608e-10	rs2678884:rs72618691:rs6708046	2
ENSG00000138035	PNPT1	2	55861400	55921045	-1	protein_coding	87178	PNPT1	0.90826684333985	0.406933375	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.678e-13	rs2678884;rs66985942:rs2678884:rs72618691:rs66985942:rs848293;rs2678884:rs1016771:rs6708046	2
ENSG00000115380	EFEMP1	2	56093102	56151274	-1	protein_coding	2202	EFEMP1	0.999786492859359	1.001844235	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	9.874e-18	rs1016771:rs848293;rs2678884:rs848293:rs848293;rs1016771:rs2678884:rs72618691:rs2678884;rs66985942:rs66985942	2
ENSG00000055813	CCDC85A	2	56411258	56613308	1	protein_coding	114800	CCDC85A	0.00173520517334067	-0.523733574	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.608e-10	rs2678884:rs72618691:rs6708046	2
ENSG00000028116	VRK2	2	58134786	58387055	1	protein_coding	7444	VRK2	1.21621414925507e-08	-0.188348208	175	24.5	334	4.4525e-101	0	eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/Fairfax_2014_LPS24:eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Thyroid	-	Yes	Adult_Cortex:Fetal_Cortex:Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.874e-18	rs1016771;rs2678884;rs1568252;rs12622856;rs848293;rs9789483;rs66985942;rs72618691;rs6708046;rs6739403;rs2678884:rs1016771:rs848293;rs2678884:rs1568252:rs12622856:rs6708046:rs66985942:rs9789483;rs6739403:rs9789483:rs6739403:rs2678884;rs66985942:rs72618691:rs848293;rs9789483:rs848293:rs848293	2
ENSG00000115392	FANCL	2	58386378	58468507	-1	protein_coding	55120	FANCL	2.09960326026736e-08	NA	43	19.85	223	6.779e-48	0	eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Brain_Cerebellum	-	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	9.874e-18	rs848293;rs1016771;rs2678884;rs12622856;rs66985942;rs9789483;rs6739403;rs1016771:rs2678884:rs72618691:rs6708046	2
ENSG00000119866	BCL11A	2	60678302	60780702	-1	protein_coding	53335	BCL11A	0.828999684744843	-2.033900679	0	0	0	NA	NA	NA	NA	Yes	Aorta:Hippocampus:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	9.874e-18	rs2678884:rs72618691:rs66985942:rs1016771:rs2678884;rs66985942:rs848293;rs2678884:rs9789483;rs6739403:rs9789483:rs6739403:rs6708046:rs1568252:rs12622856:rs848293;rs2678884;rs9789483:rs848293:rs848293;rs1016771	2
ENSG00000115421	PAPOLG	2	60983365	61029220	1	protein_coding	64895	PAPOLG	0.989888395224926	-0.986370265	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	9.874e-18	rs2678884:rs2678884;rs66985942:rs848293;rs2678884:rs1016771:rs72618691:rs66985942:rs9789483;rs6739403:rs9789483:rs6739403:rs6708046:rs1568252:rs12622856:rs848293:rs848293;rs1016771	2
ENSG00000162924	REL	2	61108656	61158745	1	protein_coding	5966	REL	0.969516332676901	-0.604143592	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	9.874e-18	rs2678884:rs848293;rs2678884:rs1016771:rs848293:rs848293;rs1016771	2
ENSG00000138449	SLC40A1	2	190425305	190448484	-1	protein_coding	30061	SLC40A1	0.977595134539298	-0.038223761	0	0	2	2.9712e-06	0.0214662661362345	eQTLGen_trans_eQTLs	+	No	NA	1.14e-10	rs10883756;rs7917772	14
ENSG00000144381	HSPD1	2	198351305	198381461	-1	protein_coding	3329	HSPD1	0.985208243840261	-0.813832273	0	0	0	NA	NA	NA	NA	Yes	hESC	1.268e-08	rs1919367:rs17590956:rs55726540:rs67228091	3
ENSG00000115541	HSPE1	2	198364718	198368181	1	protein_coding	3336	HSPE1	0.787528047849985	-0.835658197	0	0	0	NA	NA	NA	NA	Yes	hESC	1.268e-08	rs1919367:rs17590956:rs55726540:rs67228091	3
ENSG00000270757	HSPE1-MOB4	2	198365137	198415450	1	protein_coding	100529241	HSPE1-MOB4	0.889798357973135	NA	0	0	0	NA	NA	NA	NA	Yes	hESC	1.268e-08	rs1919367:rs17590956:rs55726540:rs67228091	3
ENSG00000115540	MOB4	2	198380295	198418423	1	protein_coding	25843	MOB4	0.777832909994367	-1.626843079	0	0	0	NA	NA	NA	NA	Yes	hESC	1.268e-08	rs1919367:rs17590956:rs55726540:rs67228091	3
ENSG00000152430	BOLL	2	198591603	198651486	-1	protein_coding	66037	BOLL	0.00790218351286136	-1.241883899	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	1.795e-12	rs17590956:rs55726540:rs1919367:rs67228091:rs17592552	3
ENSG00000115896	PLCL1	2	198669426	199437305	1	protein_coding	5334	PLCL1	0.0110523707623017	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	1.795e-12	rs17590956:rs55726540:rs1919367:rs67228091:rs17592552	3
ENSG00000226124	FTCDNL1	2	200625267	200715896	-1	protein_coding	348751	FTCDNL1	NA	NA	10	16.53	110	2.6524e-18	0	EyeGEx:eQTLcatalogue/BrainSeq_ge_brain:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Brain_Cortex:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Stomach	-	No	NA	6.402e-09	rs17590956;rs55726540;rs1919367	3
ENSG00000178074	C2orf69	2	200775979	200820658	1	protein_coding	205327	C2orf69	0.432171539151161	-0.595155149	39	15.39	0	NA	NA	NA	NA	Yes	Adult_Cortex:Left_Ventricle:IMR90:Trophoblast-like_Cell:hESC	1.795e-12	rs55726540;rs1919367;rs17590956;rs67228091;rs1919367:rs17590956:rs17592552	3
ENSG00000162971	TYW5	2	200794698	200820459	-1	protein_coding	129450	TYW5	2.19729035112119e-07	-0.822527975	25	11.24	110	2.05604e-19	1.08873386625792e-16	eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:PsychENCODE_eQTLs:CMC_SVA_cis:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Stomach:GTEx/v8/Thyroid	+	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.502e-13	rs67228091;rs17590956;rs1919367;rs55726540;rs11899350;rs17592552:rs1919367:rs17590956:rs55726540:rs67228091:rs11899350:rs78681500	3
ENSG00000162972	C2orf47	2	200820040	200873263	1	protein_coding	79568	C2orf47	0.00977968048221656	0.25313821	40	12.19	27	7.0303e-09	2.53036e-12	eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood:GTEx/v8/Lung:GTEx/v8/Pancreas	+	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.502e-13	rs17590956;rs1919367;rs55726540;rs11899350;rs17592552:rs1919367:rs17590956:rs55726540:rs67228091:rs11899350:rs78681500	3
ENSG00000196141	SPATS2L	2	201170604	201346986	1	protein_coding	26010	SPATS2L	0.970345371568033	0.539346336	27	18.77	212	1.0332e-33	0	DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Tibial:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Testis:GTEx/v8/Thyroid	-	Yes	EP_links_oneway:Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Hippocampus:Left_Ventricle:Liver:Pancreas:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	1.502e-13	rs17592552;rs78681500;rs11899350;rs17590956;rs55726540;rs1919367;rs67228091;rs17592552:rs1919367:rs17590956:rs55726540:rs11899350:rs67228091	3
ENSG00000155729	KCTD18	2	201353675	201384507	-1	protein_coding	130535	KCTD18	0.000526111235034034	0.246439931	0	0	4	1.47471e-05	0.0237571	GTEx/v8/Breast_Mammary_Tissue	+	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.502e-13	rs17592552;rs1919367:rs17590956:rs55726540:rs17592552:rs78681500:rs67228091:rs11899350	3
ENSG00000163535	SGOL2	2	201374731	201448505	1	protein_coding	151246	SGOL2	6.60739694811965e-05	-0.15511776	0	0	5	7.41465531908e-05	0.049	DICE/T_CD8_naive	-	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.502e-13	rs17590956;rs1919367:rs17590956:rs55726540:rs17592552:rs78681500:rs67228091:rs11899350	3
ENSG00000138356	AOX1	2	201450591	201541787	1	protein_coding	316	AOX1	2.67936726161947e-22	-0.576309519	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.502e-13	rs1919367:rs17590956:rs55726540:rs11899350:rs67228091:rs17592552:rs78681500	3
ENSG00000082153	BZW1	2	201675317	201688569	1	protein_coding	9689	BZW1	0.744805846771698	NA	0	0	2	NA	0.049	CMC_SVA_cis	-	Yes	Promoter_anchored_loops:Adult_Cortex:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.502e-13	rs17590956;rs1919367:rs17590956:rs55726540:rs67228091:rs11899350:rs17592552:rs78681500	3
ENSG00000013441	CLK1	2	201717732	201729422	-1	protein_coding	1195	CLK1	0.0953474554277548	-0.8631107	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:IMR90	1.268e-08	rs1919367:rs17590956:rs55726540:rs67228091	3
ENSG00000240344	PPIL3	2	201735630	201754026	-1	protein_coding	53938	PPIL3	0.549646605195737	-0.112616458	0	0	1	0.000231211	4.37974e-143	GTEx/v8/Muscle_Skeletal:GTEx/v8/Cells_Cultured_fibroblasts	+	Yes	IMR90	2.102e-08	rs1919367;rs55726540:rs1919367:rs17590956	3
ENSG00000196290	NIF3L1	2	201754050	201768655	1	protein_coding	60491	NIF3L1	0.00517700548052124	0.171691752	0	0	0	NA	NA	NA	NA	Yes	IMR90	2.102e-08	rs55726540:rs1919367:rs17590956	3
ENSG00000115942	ORC2	2	201773696	201828403	-1	protein_coding	4999	ORC2	0.971869811180841	-1.279898536	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Mesenchymal_Stem_Cell	NA	rs78681500	3
ENSG00000003402	CFLAR	2	201980827	202041410	1	protein_coding	8837	CFLAR	0.999719869699545	-0.330628098	1	8.062	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	NA	rs78681500	3
ENSG00000003400	CASP10	2	202047604	202094129	1	protein_coding	843	CASP10	8.53789597425533e-12	-0.919769227	0	0	9	4.25229609435e-05	0.049	DICE/T_CD4_memory_TREG	+	No	NA	4.239e-11	rs55726540	3
