GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000179840	1	9712668	9714644	5	2	31844	-0.55713	0.71128	C1orf200
ENSG00000171603	1	9789084	9884584	278	10	29873	2.0086	0.022289	CLSTN1
ENSG00000178585	1	9908334	9970394	112	16	27353	1.1018	0.13526	CTNNBIP1
ENSG00000162441	1	9982173	10003465	43	7	28927	-1.5347	0.93757	LZIC
ENSG00000173614	1	10003486	10045559	65	9	30017	-2.1872	0.98563	NMNAT1
ENSG00000162444	1	10057264	10076078	27	5	30191	-0.24291	0.59596	RBP7
ENSG00000130939	1	10092890	10241297	181	31	27409	-0.97487	0.83519	UBE4B
ENSG00000054523	1	10270863	10441661	372	12	27771	0.59285	0.27664	KIF1B
ENSG00000142657	1	10458649	10480201	47	6	28657	0.8773	0.19016	PGD
ENSG00000251503	1	10490159	10512210	66	7	30756	-0.26047	0.60275	APITD1-CORT
ENSG00000175279	1	10490159	10512210	66	7	30756	-0.26047	0.60275	APITD1
ENSG00000241563	1	10509776	10511959	3	1	31844	0.29423	0.38429	CORT
ENSG00000160049	1	10516579	10532583	36	10	26528	-0.90087	0.81617	DFFA
ENSG00000142655	1	10532345	10690815	379	24	29980	-0.45321	0.6748	PEX14
ENSG00000130940	1	10696661	10856707	454	75	27046	0.77943	0.21786	CASZ1
ENSG00000175262	1	11006528	11042094	146	20	23826	0.84499	0.19906	C1orf127
ENSG00000120948	1	11072414	11085796	25	4	28005	-0.22493	0.58898	TARDBP
ENSG00000009724	1	11086580	11107290	68	9	30307	-0.88735	0.81255	MASP2
ENSG00000116649	1	11114641	11120081	9	3	31589	-0.4368	0.66887	SRM
ENSG00000171824	1	11126675	11159938	108	6	30155	-0.73047	0.76745	EXOSC10
ENSG00000198793	1	11166592	11322564	341	9	30384	-0.1865	0.57398	MTOR
ENSG00000171819	1	11249398	11256038	14	2	29384	0.078944	0.46854	ANGPTL7
ENSG00000120942	1	11333263	11356106	27	3	28698	-0.76013	0.77641	UBIAD1
ENSG00000204624	1	11539223	11597641	153	14	30241	-1.5316	0.9372	PTCHD2
ENSG00000116661	1	11708424	11715842	24	12	28430	0.0016786	0.49933	FBXO2
ENSG00000132879	1	11714432	11723384	21	6	24448	-0.14021	0.55575	FBXO44
ENSG00000116663	1	11724181	11734411	40	8	27877	0.67082	0.25117	FBXO6
ENSG00000116670	1	11734537	11751707	64	12	29597	0.58524	0.27919	MAD2L2
ENSG00000162490	1	11751786	11785914	116	21	29590	-0.81132	0.79141	DRAXIN
ENSG00000177674	1	11796141	11814859	54	8	29513	-0.69746	0.75724	AGTRAP
ENSG00000215910	1	11821844	11849642	168	12	27736	-0.41844	0.66219	C1orf167
ENSG00000177000	1	11845780	11866977	73	10	25997	0.020977	0.49163	MTHFR
ENSG00000011021	1	11866207	11903201	186	15	22509	0.57307	0.2833	CLCN6
ENSG00000175206	1	11905766	11908402	11	2	13361	0.90336	0.18317	NPPA
ENSG00000120937	1	11917521	11918988	2	1	20780	1.3516	0.088251	NPPB
ENSG00000116685	1	11979648	11986485	21	6	31735	0.40888	0.34131	KIAA2013
ENSG00000083444	1	11994262	12035595	133	15	30378	1.0049	0.15746	PLOD1
ENSG00000116688	1	12040238	12073571	90	8	30337	1.8886	0.02947	MFN2
ENSG00000116691	1	12079523	12092102	20	4	31466	1.1817	0.11866	MIIP
ENSG00000120949	1	12123434	12204264	233	42	29820	-0.23222	0.59182	TNFRSF8
ENSG00000028137	1	12227060	12269285	138	15	28469	0.29828	0.38275	TNFRSF1B
ENSG00000048707	1	12290124	12572099	424	17	21612	1.2372	0.10801	VPS13D
ENSG00000162496	1	12627939	12677737	167	30	29894	1.3114	0.094862	DHRS3
ENSG00000204518	1	12704566	12727097	49	8	18673	1.5781	0.057276	AADACL4
ENSG00000188984	1	12776118	12788726	46	7	29701	-0.8064	0.78999	AADACL3
ENSG00000157330	1	12806163	12823847	43	7	28677	-0.96376	0.83242	C1orf158
ENSG00000116726	1	12834984	12838049	17	6	21758	-0.77678	0.78136	PRAMEF12
ENSG00000116721	1	12851546	12856777	54	16	23109	-0.42953	0.66623	PRAMEF1
ENSG00000204513	1	12884468	12891264	52	11	26393	0.41339	0.33966	PRAMEF11
ENSG00000179172	1	12907261	12908578	9	4	29329	-0.85565	0.80391	HNRNPCL1
ENSG00000120952	1	12916941	12921764	88	16	26104	0.71557	0.23713	PRAMEF2
ENSG00000243073	1	12939045	12946025	58	8	27202	0.72008	0.23574	PRAMEF4
ENSG00000187545	1	12952727	12958101	36	11	23589	1.2449	0.10659	PRAMEF10
ENSG00000204510	1	12976450	12980569	2	1	29549	1.3712	0.085162	PRAMEF7
ENSG00000232423	1	12998181	13117751	98	32	27444	0.25262	0.40028	PRAMEF6
ENSG00000204508	1	13035543	13038381	3	2	20062	0.030491	0.48784	PRAMEF22
ENSG00000239810	1	13052394	13052998	3	1	29549	-0.29972	0.6178	WI2-3308P17.2
ENSG00000229571	1	13216356	13219581	3	2	29549	1.7102	0.043618	PRAMEF26
ENSG00000204503	1	13328196	13331692	3	1	29549	-2.649	0.99596	PRAMEF3
ENSG00000204502	1	13359819	13369057	5	2	29549	0.54355	0.29338	PRAMEF5
ENSG00000204501	1	13421176	13428191	2	1	29549	0.47193	0.31849	PRAMEF9
ENSG00000204495	1	13447414	13452656	7	3	29549	-1.8967	0.97107	PRAMEF13
ENSG00000204491	1	13474689	13477522	6	1	24956	0.33412	0.36914	PRAMEF18
ENSG00000204488	1	13495254	13498260	11	4	29549	0.46332	0.32157	PRAMEF16
ENSG00000204486	1	13516066	13526943	10	3	21726	-1.1221	0.8691	PRAMEF21
ENSG00000157358	1	13641973	13648988	1	1	29549	-1.5078	0.9342	PRAMEF15
ENSG00000204481	1	13668269	13673511	4	1	29549	0.40509	0.34271	PRAMEF14
ENSG00000204480	1	13694889	13698405	6	2	25056	-0.31085	0.62204	PRAMEF19
ENSG00000204479	1	13716092	13719089	11	4	27047	1.1289	0.12947	PRAMEF17
ENSG00000204478	1	13736907	13747803	2	1	29549	-1.2968	0.90265	PRAMEF20
ENSG00000162494	1	13801445	13840543	186	38	28591	0.2053	0.41867	LRRC38
ENSG00000162493	1	13909960	13944452	151	35	30085	0.49854	0.30905	PDPN
ENSG00000116731	1	14026693	14151574	345	27	24132	0.93493	0.17491	PRDM2
ENSG00000189337	1	14925200	15444539	1906	177	29283	1.8509	0.032095	KAZN
ENSG00000171729	1	15479028	15546976	334	22	29590	-0.9293	0.82363	TMEM51
ENSG00000204464	1	15490840	15497813	25	6	27946	0.11969	0.45236	C1orf195
ENSG00000142621	1	15573768	15726779	459	52	29175	-1.38	0.91621	FHAD1
ENSG00000142634	1	15736391	15756839	49	12	26688	-0.69731	0.7572	EFHD2
ENSG00000162438	1	15764935	15775737	23	6	26317	-1.032	0.84896	CTRC
ENSG00000142615	1	15783223	15798586	55	8	30308	-0.3353	0.6313	CELA2A
ENSG00000215704	1	15792404	15817895	104	16	29178	-0.56196	0.71293	CELA2B
ENSG00000132906	1	15817327	15853029	131	7	30737	-0.68654	0.75381	CASP9
ENSG00000116138	1	15853308	15918874	202	10	29420	-0.41944	0.66255	DNAJC16
ENSG00000116771	1	15898848	15911605	58	5	29464	-0.22621	0.58948	AGMAT
ENSG00000197312	1	15943995	15995539	120	6	26973	0.15671	0.43774	DDI2
ENSG00000215695	1	15986364	15988217	1	1	31844	0.34725	0.3642	RSC1A1
ENSG00000116786	1	16010827	16061264	134	9	22909	0.80258	0.21111	PLEKHM2
ENSG00000162461	1	16062900	16067891	8	3	27316	0.27163	0.39295	SLC25A34
ENSG00000162460	1	16068917	16074477	24	5	13488	-0.028448	0.51135	TMEM82
ENSG00000162458	1	16083102	16113089	80	11	22205	1.5693	0.058291	FBLIM1
ENSG00000065526	1	16174359	16266955	137	14	26010	-1.2484	0.89406	SPEN
ENSG00000116809	1	16268364	16302627	47	10	26117	-1.1884	0.88266	ZBTB17
ENSG00000183888	1	16330731	16335302	12	3	31270	0.056466	0.47749	C1orf64
ENSG00000173641	1	16340523	16346089	41	4	31732	-0.76619	0.77822	HSPB7
ENSG00000186510	1	16345370	16360545	59	8	30546	-0.23379	0.59243	CLCNKA
ENSG00000184908	1	16370272	16383803	111	11	22272	-0.36224	0.64141	CLCNKB
ENSG00000185519	1	16384264	16400127	70	11	29174	0.20366	0.41931	FAM131C
ENSG00000142627	1	16450832	16482582	55	11	30225	0.065243	0.47399	EPHA2
ENSG00000142632	1	16524349	16539104	44	3	31068	-0.42911	0.66608	ARHGEF19
ENSG00000204377	1	16555368	16556038	2	1	31844	-2.0749	0.981	C1orf134
ENSG00000132881	1	16558195	16563657	7	2	31844	0.28784	0.38673	RSG1
ENSG00000037637	1	16573334	16678949	199	9	30348	0.099951	0.46019	FBXO42
ENSG00000055070	1	16679070	16724640	71	9	28665	-0.24304	0.59601	SZRD1
ENSG00000187144	1	16713612	16763919	87	14	30580	-1.4534	0.92694	SPATA21
ENSG00000157191	1	16767167	16786573	26	5	30471	0.81992	0.20613	NECAP2
ENSG00000268674	1	16865561	16866070	1	1	29549	1.5466	0.06098	FAM231B
ENSG00000219481	1	16888814	16940057	182	54	27987	-1.1091	0.86632	NBPF1
ENSG00000058453	1	17066768	17299474	450	51	27946	0.23767	0.40607	CROCC
ENSG00000117122	1	17300997	17307330	17	3	31439	1.429	0.076502	MFAP2
ENSG00000159363	1	17312453	17338423	43	7	28884	1.9523	0.02545	ATP13A2
ENSG00000117118	1	17345217	17380665	103	9	27282	1.8735	0.030499	SDHB
ENSG00000117115	1	17393256	17445948	262	13	26772	1.01	0.15624	PADI2
ENSG00000142623	1	17531621	17572500	145	35	29829	0.87986	0.18947	PADI1
ENSG00000142619	1	17575593	17610728	144	20	30252	0.77482	0.21922	PADI3
ENSG00000159339	1	17634690	17690499	273	23	29330	-0.18034	0.57156	PADI4
ENSG00000269468	1	17655507	17676070	113	7	31156	0.24174	0.40449	AC004824.2
ENSG00000179051	1	17733256	17766220	66	8	29679	-1.3778	0.91587	RCC2
ENSG00000074964	1	17866330	18024369	450	46	26566	0.59885	0.27464	ARHGEF10L
ENSG00000117148	1	18081808	18153558	199	21	30118	0.4287	0.33407	ACTL8
ENSG00000117154	1	18434240	18704977	1029	121	28218	-0.83486	0.7981	IGSF21
ENSG00000179023	1	18807424	18812478	23	4	31152	0.74809	0.2272	KLHDC7A
ENSG00000009709	1	18957500	19075360	389	72	28908	-0.06008	0.52395	PAX7
ENSG00000179002	1	19166093	19186176	99	16	26326	0.7545	0.22527	TAS1R2
ENSG00000255275	1	19175767	19247615	335	41	26123	1.2543	0.10487	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	117	24	26822	0.67475	0.24992	ALDH4A1
ENSG00000169991	1	19230775	19283180	210	37	28414	1.922	0.027302	IFFO2
ENSG00000127481	1	19401000	19536770	214	16	29193	0.28553	0.38762	UBR4
ENSG00000127463	1	19542158	19578046	92	10	30667	-0.35427	0.63843	EMC1
ENSG00000053372	1	19578033	19586622	45	6	30031	0.82172	0.20562	MRTO4
ENSG00000162482	1	19609052	19615744	27	4	31676	0.63216	0.26364	AKR7A3
ENSG00000053371	1	19630459	19638640	17	6	31681	0.9624	0.16792	AKR7A2
ENSG00000040487	1	19638820	19655794	82	10	28955	0.30907	0.37863	PQLC2
ENSG00000077549	1	19665267	19812066	527	19	30439	-1.2475	0.8939	CAPZB
ENSG00000270136	1	19923473	19984549	183	28	30341	-0.017674	0.50705	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	75	12	30980	0.37153	0.35512	MINOS1
ENSG00000158747	1	19967048	19984945	70	20	29532	-0.088878	0.53541	NBL1
ENSG00000158748	1	19991780	20006055	50	9	31031	0.35972	0.35953	HTR6
ENSG00000162542	1	20008706	20126438	403	49	26137	-0.51782	0.69771	TMCO4
ENSG00000178828	1	20140523	20141771	5	3	26043	0.65346	0.25673	RNF186
ENSG00000169914	1	20209006	20239438	50	8	30480	0.65494	0.25625	OTUD3
ENSG00000188784	1	20246502	20250110	14	4	29410	0.33675	0.36815	PLA2G2E
ENSG00000188257	1	20301925	20306932	14	6	31401	0.039906	0.48408	PLA2G2A
ENSG00000127472	1	20354672	20417683	185	21	30813	1.1245	0.13041	PLA2G5
ENSG00000117215	1	20438432	20446050	24	10	29214	-0.71486	0.76265	PLA2G2D
ENSG00000158786	1	20465819	20476879	18	7	29968	-0.058136	0.52318	PLA2G2F
ENSG00000187980	1	20487746	20503917	52	10	27319	-0.63035	0.73577	PLA2G2C
ENSG00000162543	1	20512578	20522541	5	1	31796	-0.48845	0.68738	UBXN10
ENSG00000158816	1	20617412	20681387	189	19	22470	-0.95216	0.82949	VWA5B1
ENSG00000162545	1	20808884	20812713	2	1	31844	1.1672	0.12156	CAMK2N1
ENSG00000090432	1	20825943	20834654	20	6	25718	0.3867	0.34949	MUL1
ENSG00000183114	1	20878932	20881512	3	1	31844	3.3021	0.00047983	FAM43B
ENSG00000158825	1	20915441	20945401	134	18	30528	2.4617	0.0069146	CDA
ENSG00000158828	1	20959948	20978004	84	11	30777	0.76788	0.22128	PINK1
ENSG00000244038	1	20978270	20988000	37	7	30498	-0.26799	0.60565	DDOST
ENSG00000117245	1	20990507	21044510	204	44	28818	0.13517	0.44624	KIF17
ENSG00000189410	1	21046225	21059330	30	7	29529	-1.1211	0.86887	SH2D5
ENSG00000127483	1	21069154	21113816	71	9	27746	-0.24092	0.59519	HP1BP3
ENSG00000075151	1	21132963	21503377	596	15	29621	-0.58792	0.72171	EIF4G3
ENSG00000117298	1	21543740	21671997	272	32	22283	0.52792	0.29878	ECE1
ENSG00000142794	1	21766621	21811498	157	12	30744	1.1774	0.11952	NBPF3
ENSG00000162551	1	21835858	21904905	232	24	29700	-0.53399	0.70333	ALPL
ENSG00000076864	1	21922708	21995801	221	38	30510	-0.19275	0.57642	RAP1GAP
ENSG00000090686	1	22004791	22110099	197	23	26680	-0.9495	0.82882	USP48
ENSG00000187942	1	22138758	22151714	23	8	30996	-2.2289	0.98709	LDLRAD2
ENSG00000142798	1	22148738	22263790	238	28	29405	-0.31355	0.62307	HSPG2
ENSG00000219073	1	22303514	22325135	239	26	30667	1.3826	0.083387	CELA3B
ENSG00000142789	1	22328149	22339032	91	14	30677	1.3304	0.091693	CELA3A
ENSG00000070831	1	22379120	22419437	59	13	26788	0.18811	0.4254	CDC42
ENSG00000162552	1	22443798	22470462	69	10	25433	0.35363	0.36181	WNT4
ENSG00000184677	1	22778344	22857650	145	15	28824	0.21795	0.41373	ZBTB40
ENSG00000070886	1	22890057	22930087	158	21	29005	0.50974	0.30512	EPHA8
ENSG00000173372	1	22962999	22966101	5	2	31621	0.21907	0.4133	C1QA
ENSG00000159189	1	22970123	22974603	22	4	31844	-1.0977	0.86384	C1QC
ENSG00000173369	1	22979255	22988031	27	6	30665	-0.75244	0.77411	C1QB
ENSG00000133216	1	23037332	23241818	481	58	30111	2.9664	0.0015063	EPHB2
ENSG00000215906	1	23279536	23291831	32	7	29979	0.48548	0.31367	LACTBL1
ENSG00000227868	1	23337327	23342343	10	3	23911	0.56608	0.28567	C1orf234
ENSG00000004487	1	23345941	23410182	71	8	27848	1.279	0.10044	KDM1A
ENSG00000169641	1	23410516	23504301	149	14	29443	0.66924	0.25167	LUZP1
ENSG00000179546	1	23516993	23521222	11	3	31196	0.57865	0.28141	HTR1D
ENSG00000125944	1	23630264	23670829	50	9	26284	0.69755	0.24273	HNRNPR
ENSG00000125945	1	23685941	23695935	23	4	30507	1.2853	0.099351	ZNF436
ENSG00000249087	1	23695490	23698332	3	2	31844	0.36148	0.35887	C1orf213
ENSG00000204219	1	23707554	23751233	118	17	29928	-0.9426	0.82706	TCEA3
ENSG00000088280	1	23755056	23811061	93	11	30480	-0.56113	0.71264	ASAP3
ENSG00000007968	1	23832922	23857712	43	4	31631	-0.60701	0.72808	E2F2
ENSG00000117318	1	23884409	23886285	9	4	31536	-0.18052	0.57163	ID3
ENSG00000197880	1	23907985	23967058	96	20	28939	2.1302	0.016578	MDS2
ENSG00000142676	1	24018269	24022915	10	3	31471	-0.14683	0.55837	RPL11
ENSG00000011007	1	24069645	24088549	18	7	21693	0.19377	0.42318	TCEB3
ENSG00000057757	1	24104895	24114722	9	4	28142	-0.027975	0.51116	PITHD1
ENSG00000011009	1	24117460	24122029	2	1	31844	0.097236	0.46127	LYPLA2
ENSG00000117308	1	24122089	24127271	1	1	30728	1.1207	0.1312	GALE
ENSG00000117305	1	24128375	24165110	49	4	27964	-0.78015	0.78235	HMGCL
ENSG00000179163	1	24171567	24194784	51	6	29351	-0.15569	0.56186	FUCA1
ENSG00000188822	1	24197016	24285549	247	16	29489	-0.058999	0.52352	CNR2
ENSG00000189266	1	24285599	24289952	9	3	16148	1.3608	0.086781	PNRC2
ENSG00000188529	1	24291294	24307417	10	3	16051	-0.018442	0.50736	SRSF10
ENSG00000142661	1	24382525	24438665	175	16	28765	1.6657	0.047886	MYOM3
ENSG00000142677	1	24446261	24469611	43	9	26998	-0.1989	0.57883	IL22RA1
