ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000162591	MEGF6	1	3406484	3528059	-1	protein_coding	1953	MEGF6	4.42421031130217e-15	NA	0	0	3	2.5817e-09	7.33406674000733e-05	eQTLGen_trans_eQTLs	+	No	NA	1.885e-09	rs2153960	104
ENSG00000268332	AL035406.1	1	6100630	6101399	-1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex	6.111e-08	rs11122119	2
ENSG00000173673	HES3	1	6304252	6305638	1	protein_coding	390992	HES3	0.268868568223653	-0.346318547	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	4.396e-07	rs11122119	2
ENSG00000187017	ESPN	1	6484848	6521430	1	protein_coding	83715	ESPN	0.00255384128821556	NA	0	0	1	6.3377e-06	0.0400579218761037	eQTLGen_trans_eQTLs	-	No	NA	7.957e-13	rs1858999	230
ENSG00000215788	TNFRSF25	1	6521211	6526255	-1	protein_coding	8718	TNFRSF25	0.448738853101197	NA	0	0	26	2.2864e-07	0.000747477264233213	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis	-	No	NA	2.313e-08	rs11122119	2
ENSG00000171680	PLEKHG5	1	6526152	6580121	-1	protein_coding	57449	PLEKHG5	4.02821229083025e-05	NA	0	0	53	1.12401e-12	0	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis	+	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	2.313e-08	rs11122119	2
ENSG00000162408	NOL9	1	6581407	6614595	-1	protein_coding	79707	NOL9	0.0044702400177699	2.923381574	0	0	13	1.8904e-07	0.0006241418050181	eQTLGen_cis_eQTLs	+	Yes	Adult_Cortex	6.111e-08	rs11122119	2
ENSG00000173662	TAS1R1	1	6615241	6639817	1	protein_coding	80835	TAS1R1	7.9136002871651e-09	0.103537243	2	1.722	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.111e-08	rs11122119	2
ENSG00000204859	ZBTB48	1	6640061	6649340	1	protein_coding	3104	ZBTB48	0.680198376469515	0.486680758	3	1.794	54	5.1644e-38	0	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Tibial:GTEx/v8/Nerve_Tibial:GTEx/v8/Cells_Cultured_fibroblasts	-	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	2.313e-08	rs11122119	2
ENSG00000162413	KLHL21	1	6650784	6674667	-1	protein_coding	9903	KLHL21	0.00107735176759231	0.105066524	14	12.54	23	8.68208e-06	0.00146546	PsychENCODE_eQTLs:GTEx/v8/Heart_Left_Ventricle	-	No	NA	6.111e-08	rs11122119	2
ENSG00000116273	PHF13	1	6673745	6684093	1	protein_coding	148479	PHF13	0.931111283002542	-0.60083022	12	12.54	54	7.0819e-19	0	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	+	No	NA	2.313e-08	rs11122119	2
ENSG00000041988	THAP3	1	6684926	6695646	1	protein_coding	90326	THAP3	0.00148422474585026	-0.052881683	17	12.54	56	9.67845e-34	0	eQTLcatalogue/Alasoo_2018_ge_macrophage_IFNg:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/Nedelec_2016_ge_macrophage_Listeria:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Nedelec_2016_ge_macrophage_Salmonella:eQTLcatalogue/Quach_2016_ge_monocyte_IAV:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/Quach_2016_ge_monocyte_Pam3CSK4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_skin:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis	-	Yes	Adult_Cortex:Fetal_Cortex:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.313e-08	rs11122119	2
ENSG00000007923	DNAJC11	1	6694228	6761984	-1	protein_coding	55735	DNAJC11	0.999970790294974	0.744750357	34	19.17	53	1.8117e-08	6.73501e-05	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:CMC_SVA_cis:GTEx/v8/Artery_Tibial:GTEx/v8/Testis	+	Yes	Adult_Cortex:Fetal_Cortex:IMR90:Mesenchymal_Stem_Cell	2.313e-08	rs11122119	2
ENSG00000171735	CAMTA1	1	6845384	7829766	1	protein_coding	23261	CAMTA1	0.999999955418418	-0.820340672	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	2.313e-08	rs11122119	2
ENSG00000049245	VAMP3	1	7831329	7841492	1	protein_coding	9341	VAMP3	0.0542630674689049	-0.084151033	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	7.987e-10	rs11122119:rs1844583:rs12565834:rs11121172:rs3795310;rs1844583:rs3795310	2:3
ENSG00000049246	PER3	1	7844380	7905237	1	protein_coding	8863	PER3	2.19067741322434e-10	-0.648392326	0	0	2	4.54e-07	0.00407547169811321	eQTLGen_trans_eQTLs	+	No	NA	7.103e-14	rs9607782	241
ENSG00000049249	TNFRSF9	1	7979907	8000926	-1	protein_coding	3604	TNFRSF9	0.253050500972917	-0.271623752	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:IMR90:Mesenchymal_Stem_Cell	7.152e-10	rs11122119:rs11121172:rs1844583:rs12565834:rs3795310;rs1844583:rs3795310	2:3
ENSG00000116288	PARK7	1	8014351	8045565	1	protein_coding	11315	PARK7	0.903949397411231	0.085881436	0	0	6	5.6522e-06	0.0161379310344828	eQTLGen_cis_eQTLs	-	Yes	Promoter_anchored_loops:IMR90:Mesenchymal_Stem_Cell	7.152e-10	rs11121172;rs1844583:rs12565834:rs3795310;rs1844583:rs3795310:rs11121172	3
ENSG00000116285	ERRFI1	1	8064464	8086368	-1	protein_coding	54206	ERRFI1	0.046551582399882	0.149372713	0	0	1	NA	0.049	CMC_SVA_cis	NA	Yes	Promoter_anchored_loops:Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	7.152e-10	rs11121172;rs1844583:rs12565834:rs11121172:rs3795310;rs1844583:rs3795310	3
ENSG00000162426	SLC45A1	1	8377886	8404227	1	protein_coding	50651	SLC45A1	0.0451892558909179	NA	42	15.76	179	1.03346e-16	7.73276e-23	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:CMC_SVA_cis:GTEx/v8/Artery_Aorta:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal:GTEx/v8/Cells_Cultured_fibroblasts	-	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Left_Ventricle:IMR90	7.152e-10	rs1844583;rs12565834;rs3795310;rs11121172;rs12565834:rs3795310:rs11121172	3
ENSG00000142599	RERE	1	8412457	8877702	-1	protein_coding	473	RERE	0.999995655258253	-0.582722314	163	18.7	200	3.27170000000001e-310	0	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/CEDAR_T-cell_CD8:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/Kasela_2017_T-cell_CD8:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/TwinsUK_ge_blood:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_skin:DICE/T_CD8_naive:DICE/T_CD4_TFH:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:CMC_SVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Thyroid	+	Yes	Promoter_anchored_loops:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	7.152e-10	rs12565834;rs3795310;rs11121172;rs1844583;rs3795310:rs11121172	3
ENSG00000074800	ENO1	1	8921061	8939308	-1	protein_coding	2023	ENO1	0.0103734127326719	-0.884759001	0	0	177	4.3938e-46	0	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/Nedelec_2016_ge_macrophage_Listeria:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Nerve_Tibial	-	Yes	Adult_Cortex:Fetal_Cortex:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	7.152e-10	rs11121172;rs3795310;rs1844583;rs12565834;rs1844583:rs12565834:rs11121172:rs3795310	3
ENSG00000131686	CA6	1	9005926	9035151	1	protein_coding	765	CA6	0.00802362076493995	0.488276465	0	0	56	9.0995e-18	0	eQTLGen_cis_eQTLs	+	No	NA	7.152e-10	rs1844583;rs3795310;rs11121172	3
ENSG00000142583	SLC2A5	1	9095166	9148537	-1	protein_coding	6518	SLC2A5	5.67732629021242e-05	2.419717259	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	1.488e-05	rs3795310	3
ENSG00000049239	H6PD	1	9294834	9331396	1	protein_coding	9563	H6PD	0.000111404418020294	3.251034844	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	1.554e-09	rs11121172	3
ENSG00000171621	SPSB1	1	9352939	9429591	1	protein_coding	80176	SPSB1	0.709596082305861	0.615742611	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	1.025e-09	rs3795310:rs11121172	3
ENSG00000171612	SLC25A33	1	9599541	9645237	1	protein_coding	84275	SLC25A33	0.451158319130907	-0.889699488	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	2.462e-07	rs3795310:rs11121172	3
ENSG00000188807	TMEM201	1	9648932	9674935	1	protein_coding	199953	TMEM201	0.841903867149445	-0.081924359	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	1.554e-09	rs11121172	3
ENSG00000120948	TARDBP	1	11072414	11085796	1	protein_coding	23435	TARDBP	0.980707836590808	-0.6803251	0	0	1	7.9919e-06	0.0484750555443345	eQTLGen_trans_eQTLs	-	No	NA	1.237e-15	rs11210892	7
ENSG00000130775	THEMIS2	1	28199055	28213196	1	protein_coding	9473	THEMIS2	0.0647217124407372	0.522422912	0	0	1	9.86535e-05	1.25074e-06	GTEx/v8/Adipose_Subcutaneous	-	Yes	Promoter_anchored_loops	1.872e-08	rs533123;rs61786047	4
ENSG00000117748	RPA2	1	28218035	28241257	-1	protein_coding	6118	RPA2	0.888461678653319	0.125116654	0	0	19	2.2317e-11	0	eQTLGen_cis_eQTLs	-	No	NA	4.907e-09	rs61786047;rs533123	4
ENSG00000158156	XKR8	1	28285973	28294607	1	protein_coding	55113	XKR8	1.43123535164264e-05	-0.169479241	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	4.597e-07	rs61786047	4
ENSG00000169403	PTAFR	1	28473677	28520447	-1	protein_coding	5724	PTAFR	0.118775353428594	-1.470651622	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	1.872e-08	rs533123	4
ENSG00000126698	DNAJC8	1	28525967	28559536	-1	protein_coding	22826	DNAJC8	0.582006641588927	-0.284401902	0	0	4	4.90759e-05	6.18525e-11	GTEx/v8/Lung	+	No	NA	4.907e-09	rs61786047	4
ENSG00000130770	ATPIF1	1	28562620	28573417	1	protein_coding	93974	ATPIF1	0.0593535041039216	0.247304208	0	0	0	NA	NA	NA	NA	Yes	GM12878:Trophoblast-like_Cell	1.803e-08	rs61786047:rs61786047;rs533123:rs533123	4
ENSG00000130766	SESN2	1	28586038	28609002	1	protein_coding	83667	SESN2	0.00076370931416015	-0.250684675	0	0	26	2.2987e-19	0	eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood	+	Yes	Fetal_Cortex:GM12878:Trophoblast-like_Cell	4.907e-09	rs61786047;rs533123;rs533123:rs533123:rs61786047	4
ENSG00000204138	PHACTR4	1	28696114	28826881	1	protein_coding	65979	PHACTR4	0.00427377620221426	-0.720233537	0	0	25	4.60467e-19	0	eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/CEDAR_B-cell_CD19:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_LPS24:eQTLcatalogue/Fairfax_2014_LPS2:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/GEUVADIS_ge_LCL:eQTLcatalogue/Kasela_2017_T-cell_CD4:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Artery_Tibial:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Thyroid	-	No	NA	4.907e-09	rs533123;rs61786047	4
ENSG00000180198	RCC1	1	28832455	28865812	1	protein_coding	1104	RCC1	0.19394393095681	-0.357665724	0	0	4	1.63352e-09	6.10948191593353e-06	BIOSQTL/BIOS_eQTL_geneLevel	+	No	NA	4.907e-09	rs61786047	4
ENSG00000180098	TRNAU1AP	1	28879597	28905051	1	protein_coding	54952	TRNAU1AP	0.882819951620334	-0.346135598	1	1.596	0	NA	NA	NA	NA	No	NA	7.797e-08	rs61786047	4
ENSG00000120656	TAF12	1	28915835	28969597	-1	protein_coding	6883	TAF12	0.892665247929895	-0.894059379	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex	2.811e-07	rs61786047;rs533123:rs533123	4
ENSG00000188060	RAB42	1	28918712	28921955	1	protein_coding	115273	RAB42	0.00255498366167514	-0.205389018	0	0	6	4.44516e-05	3.06527e-07	GTEx/v8/Testis	+	Yes	Promoter_anchored_loops	4.907e-09	rs61786047	4
ENSG00000162419	GMEB1	1	28995244	29045865	1	protein_coding	10691	GMEB1	0.960593932192331	NA	7	10.66	0	NA	NA	NA	NA	No	NA	4.907e-09	rs61786047	4
ENSG00000198492	YTHDF2	1	29063133	29096287	1	protein_coding	51441	YTHDF2	0.99116572766449	-0.471319672	7	9.084	2	1.3343e-05	0.0294313179408858	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	+	Yes	Mesenchymal_Stem_Cell:Mesendoderm	4.907e-09	rs61786047;rs533123;rs61786047:rs61786047;rs533123:rs533123	4
ENSG00000116329	OPRD1	1	29138654	29190208	1	protein_coding	4985	OPRD1	0.109062189113339	NA	15	14.78	0	NA	NA	NA	NA	No	NA	1.872e-08	rs61786047;rs533123	4
ENSG00000159023	EPB41	1	29213603	29446553	1	protein_coding	2035	EPB41	0.0621098709716946	-0.372156173	0	0	2	6.2485e-06	0.0178306181121227	eQTLGen_cis_eQTLs	-	No	NA	1.872e-08	rs533123;rs61786047	4
ENSG00000116350	SRSF4	1	29474255	29508499	-1	protein_coding	6429	SRSF4	0.934762697175769	-0.383676587	0	0	2	6.86371e-05	0.0498771	GTEx/v8/Artery_Tibial	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell	1.803e-08	rs61786047;rs61786047:rs61786047;rs533123:rs533123	4
ENSG00000116353	MECR	1	29519385	29557454	-1	protein_coding	51102	MECR	0.0036031322030062	-0.485347621	0	0	2	1.2876e-05	0.0359973932104983	eQTLGen_cis_eQTLs	+	Yes	Fetal_Cortex:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.567e-10	rs533123;rs61786047;rs533123:rs533123:rs61786047:rs6694545:rs10798973	4:5
ENSG00000060656	PTPRU	1	29563028	29653325	1	protein_coding	10076	PTPRU	0.990698955783316	NA	0	0	42	4.36745e-08	7.37110273794185e-06	PsychENCODE_eQTLs:CMC_SVA_cis:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9	-	Yes	Left_Ventricle:IMR90:Mesendoderm	3.146e-15	rs56335113;rs6694545;rs10798973;rs6694545:rs10798973	5
ENSG00000162510	MATN1	1	31184124	31196434	-1	protein_coding	4146	MATN1	0.00527398583990045	1.882259441	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	1.567e-10	rs61786047;rs533123:rs533123:rs61786047:rs6694545:rs10798973	4:5
ENSG00000162511	LAPTM5	1	31205316	31230667	-1	protein_coding	7805	LAPTM5	0.735702166051801	0.130102602	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell	1.803e-08	rs61786047:rs61786047;rs533123:rs533123	4
ENSG00000162512	SDC3	1	31342314	31381608	-1	protein_coding	9672	SDC3	0.527916180650144	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	1.803e-08	rs61786047	4
ENSG00000175130	MARCKSL1	1	32799433	32801980	-1	protein_coding	65108	MARCKSL1	0.653774932497598	NA	0	0	1	2.5114e-06	0.0183948447568834	eQTLGen_trans_eQTLs	-	No	NA	2.961e-07	rs3795310	3
ENSG00000134686	PHC2	1	33789224	33896653	-1	protein_coding	1912	PHC2	0.205656047583874	1.077231333	0	0	2	8.2398e-07	0.00692399522483088	eQTLGen_trans_eQTLs	+	No	NA	1.885e-09	rs2153960	104
ENSG00000243749	ZMYM6NB	1	35447136	35450954	-1	protein_coding	100506144	ZMYM6NB	NA	0.354516826	0	0	0	NA	NA	NA	NA	Yes	IMR90:Trophoblast-like_Cell	4.706e-08	rs581459	6
ENSG00000197056	ZMYM1	1	35525387	35581460	1	protein_coding	79830	ZMYM1	0.0017290006507811	-0.347485821	0	0	113	1.3212e-33	0	eQTLGen_cis_eQTLs:GTEx/v8/Artery_Tibial	-	No	NA	1.318e-09	rs581459	6
ENSG00000116560	SFPQ	1	35641979	35658749	-1	protein_coding	6421	SFPQ	0.999527260233545	-0.457583209	0	0	1	0.000712332	0.0440759948546456	PsychENCODE_eQTLs	+	No	NA	4.417e-07	rs581459	6
ENSG00000146463	ZMYM4	1	35734568	35887659	1	protein_coding	9202	ZMYM4	0.999999928925947	-1.418536543	0	0	96	9.2435e-08	5.54078e-06	eQTLGen_cis_eQTLs:GTEx/v8/Artery_Tibial:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Heart_Atrial_Appendage	+	Yes	Adult_Cortex:Mesenchymal_Stem_Cell	1.318e-09	rs581459	6
ENSG00000142687	KIAA0319L	1	35899091	36023551	-1	protein_coding	79932	KIAA0319L	0.188543868959937	-0.793474122	0	0	35	4.6699e-07	0.00151262579490029	eQTLGen_cis_eQTLs	+	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Dorsolateral_Prefrontal_Cortex:Hippocampus:Left_Ventricle:Liver:Lung:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	7.24e-09	rs581459	6
ENSG00000020129	NCDN	1	36023074	36032875	1	protein_coding	23154	NCDN	0.99673508374991	-0.669795187	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Dorsolateral_Prefrontal_Cortex:Hippocampus:Left_Ventricle:Liver:Lung:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.374e-08	rs581459	6
ENSG00000116819	TFAP2E	1	36038971	36060929	1	protein_coding	339488	TFAP2E	0.000972259060989771	-0.148652974	0	0	5	2.43221e-05	0.0152248004108502	PsychENCODE_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	+	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Aorta:Dorsolateral_Prefrontal_Cortex:Hippocampus:Left_Ventricle:Liver:Lung:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.374e-08	rs581459	6
ENSG00000126067	PSMB2	1	36067185	36107445	-1	protein_coding	5690	PSMB2	0.972351383142869	-0.273977561	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.374e-08	rs581459	6
