GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
2	rs11693221	2	66750564	rs113851554	2019-01-18	30531941	Doherty A	2018-12-10	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30531941	GWAS identifies 14 loci for device-measured physical activity and sleep duration.	Sleep duration	91,105 European ancestry individuals	NA	2p14	MEIS1	MEIS1			ENSG00000143995			rs113851554-G	rs113851554	0	113851554	intron_variant	0	0.943	3E-18	17.522878745280337		0.09	[0.07-0.11] SD units increase	NR [9926106] (imputed)	N
2	rs11693221	2	66750564	rs113851554	2019-03-25	30804566	Lane JM	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804566	Biological and clinical insights from genetics of insomnia symptoms.	Insomnia symptoms (never/rarely vs. sometimes/usually)	345,022 European ancestry cases, 108,357 European ancestry controls	17,140 European ancestry cases, 61,850 European ancestry controls	2p14	MEIS1	MEIS1			ENSG00000143995			rs113851554-T	rs113851554	0	113851554	intron_variant	0	0.05769400000000002	1E-29	29.0		1.14	[1.12-1.17]	Affymetrix [14661600] (imputed)	N
2	rs11693221	2	66750564	rs113851554	2019-03-25	30804566	Lane JM	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804566	Biological and clinical insights from genetics of insomnia symptoms.	Insomnia symptoms (never/rarely vs. usually)	129,270 European ancestry cases, 108,357 European ancestry controls	17,140 European ancestry cases, 61,850 European ancestry controls	2p14	MEIS1	MEIS1			ENSG00000143995			rs113851554-T	rs113851554	0	113851554	intron_variant	0	0.05769400000000002	1E-43	43.0		1.14	[1.12-1.17]	Affymetrix [14661600] (imputed)	N
2	rs11693221	2	66750564	rs113851554	2019-04-12	30696823	Jones SE	2019-01-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30696823	Genome-wide association analyses of chronotype in 697,828 individuals provides insights into circadian rhythms.	Morning person	252,287 European ancestry cases, 150,908 European ancestry controls	120,478 European ancestry cases, 127,622 European ancestry controls	2p14	MEIS1	MEIS1			ENSG00000143995			rs113851554-G	rs113851554	0	113851554	intron_variant	0	0.9433	2E-13	12.698970004336019		1.0566356		Affymetrix [11880941] (imputed)	N
2	rs11693221	2	66750564	rs113851554	2019-04-15	30696823	Jones SE	2019-01-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30696823	Genome-wide association analyses of chronotype in 697,828 individuals provides insights into circadian rhythms.	Chronotype	449,734  European ancestry individuals	248,098 European ancestry individuals	2p14	MEIS1	MEIS1			ENSG00000143995			rs113851554-G	rs113851554	0	113851554	intron_variant	0	0.9433	2E-13	12.698970004336019		1.0554847		Affymetrix [11880941] (imputed)	N
2	rs72826719	2	66976854	rs72826719	2019-03-25	30804566	Lane JM	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804566	Biological and clinical insights from genetics of insomnia symptoms.	Insomnia symptoms (never/rarely vs. sometimes/usually)	345,022 European ancestry cases, 108,357 European ancestry controls	17,140 European ancestry cases, 61,850 European ancestry controls	2p14	LINC01797/LINC01799	LINC01798 - AC009474.1	ENSG00000232046	ENSG00000224071		19565	70962	rs72826719-A	rs72826719	0	72826719	intergenic_variant	1	0.04928100000000002	1E-6	6.0		1.07	[1.04-1.09]	Affymetrix [14661600] (imputed)	N
2	rs72826719	2	66976854	rs72826719	2019-03-25	30804566	Lane JM	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804566	Biological and clinical insights from genetics of insomnia symptoms.	Insomnia symptoms (never/rarely vs. usually)	129,270 European ancestry cases, 108,357 European ancestry controls	17,140 European ancestry cases, 61,850 European ancestry controls	2p14	LINC01797/LINC01799	LINC01798 - AC009474.1	ENSG00000232046	ENSG00000224071		19565	70962	rs72826719-A	rs72826719	0	72826719	intergenic_variant	1	0.04928100000000002	2E-13	12.698970004336019		1.07	[1.04-1.09]	Affymetrix [14661600] (imputed)	N
4	rs1456193	3	117635198	rs716936	2019-03-18	30643258	Karlsson Linner R	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643258	Genome-wide association analyses of risk tolerance and risky behaviors in over 1 million individuals identify hundreds of loci and shared genetic influences.	Number of sexual partners	370,711 European ancestry individuals	NA	3q13.32	IGSF11	AC092691.1			ENSG00000239268			rs716936-T	rs716936	0	716936	intron_variant	0	0.1865	8E-9	8.096910013008056		0.017544318	[0.012-0.023] unit decrease	Affymetrix [11515109] (imputed)	N
4	rs1456193	3	117778176	rs1353910	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Age of smoking initiation (MTAG)	up to 931,815 European ancestry  individuals	NA	3q13.32	NR	AC068633.1			ENSG00000243276			rs1353910-T	rs1353910	0	1353910	intron_variant	0	0.847	2E-9	8.698970004336019		0.0121597	[0.0082-0.0161] unit decrease	NR [9732723] (imputed)	N
4	rs1456193	3	117778176	rs1353910	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular) (MTAG)	up to 1,359,002 European ancestry individuals	NA	3q13.32	NR	AC068633.1			ENSG00000243276			rs1353910-T	rs1353910	0	1353910	intron_variant	0	0.85	2E-17	16.69897000433602		0.0128625	[0.0099-0.0158] unit increase	NR [9732723] (imputed)	N
4	rs1456193	3	117815843	rs1909590	2019-03-18	30643258	Karlsson Linner R	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643258	Genome-wide association analyses of risk tolerance and risky behaviors in over 1 million individuals identify hundreds of loci and shared genetic influences.	Smoking status (ever vs never smokers)	518,633 European ancestry individuals	NA	3q13.32	IGSF11	AC068633.1			ENSG00000243276			rs1909590-A	rs1909590	0	1909590	intron_variant	0	0.1481	4E-16	15.397940008672037		0.024852458	[0.019-0.031] unit decrease	Affymetrix [11514654] (imputed)	N
4	rs1456193	3	117822149	rs6438436	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular)	up to 1,232,091 European ancestry individuals	NA	3q13.32	NR	AC068633.1			ENSG00000243276			rs6438436-T	rs6438436	0	6438436	intron_variant	0	0.816	5E-14	13.301029995663981		0.024737045	[0.018-0.031] unit increase	NR [~ 10000000] (imputed)	N
5	rs12658019	5	103886213	rs6869862	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Depressive symptoms	1,067,913 European ancestry individuals	228,033 European ancestry individuals	5q21.2	NR	AC099520.1			ENSG00000251574			rs6869862-G	rs6869862	0	6869862	intron_variant	0	0.48220959412122	4E-12	11.397940008672037		0.00857653	[0.0061-0.011] unit increase	NR [NR]	N
5	rs77960	5	103889998	rs1592757	2019-03-25	30804566	Lane JM	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804566	Biological and clinical insights from genetics of insomnia symptoms.	Insomnia symptoms (never/rarely vs. usually)	129,270 European ancestry cases, 108,357 European ancestry controls	17,140 European ancestry cases, 61,850 European ancestry controls	5q21.2	NUDT12/RAB9P1	AC099520.1			ENSG00000251574			rs1592757-C	rs1592757	0	1592757	intron_variant	0	0.35694499999999996	2E-10	9.698970004336019		1.02	[1.01-1.03]	Affymetrix [14661600] (imputed)	N
5	rs77960	5	103889998	rs1592757	2019-04-09	30478444	Demontis D	2018-11-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30478444	Discovery of the first genome-wide significant risk loci for attention deficit/hyperactivity disorder.	Attention deficit hyperactivity disorder	19,099 European ancestry cases, 72 non-European ancestry cases, 1,012 Han Chinese ancestry cases, 34,194 European ancestry controls, 72 non-European ancestry controls, 925 Han Chinese ancestry controls	5,085 Icelandic ancestry cases, 5,857 cases, 131,122 Icelandic ancestry controls, 70,393 controls	5q21.2	NR	AC099520.1			ENSG00000251574			rs1592757-C	rs1592757	0	1592757	intron_variant	0	NR	1E-9	9.0		1.062	NR	Affymetrix, Illumina, Perlegen [8047421] (imputed)	N
5	rs77960	5	103904226	rs12658032	2018-02-27	29292387	Turley P	2018-01-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29292387	Multi-trait analysis of genome-wide association summary statistics using MTAG.	Depressive symptoms	354,862 European ancestry individuals	NA	5q21.2	NR	AC099520.1			ENSG00000251574			rs12658032-A	rs12658032	0	12658032	intron_variant	0	0.3607	6E-9	8.221848749616356		0.0144	[0.0095-0.0193] unit increase	Illumina [NR] (imputed)	N
5	rs12658019	5	103914543	rs13177365	2018-02-27	29292387	Turley P	2018-01-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29292387	Multi-trait analysis of genome-wide association summary statistics using MTAG.	Depressive symptoms (MTAG)	354,862 European ancestry individuals	NA	5q21.2	NR	AC099520.1			ENSG00000251574			rs13177365-G	rs13177365	0	13177365	intron_variant	0	0.4971	7E-12	11.154901959985743		0.0146	[0.01-0.019] unit increase	Illumina [NR] (imputed)	N
5	rs12658019	5	103931707	rs2431112	2018-07-09	29691431	Tikkanen E	2018-04-24	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29691431	Biological Insights Into Muscular Strength: Genetic Findings in the UK Biobank.	Hand grip strength	223,215 British ancestry individuals	111,610 British ancestry individuals	5q21.2	RP11-6N13.1	AC099520.1			ENSG00000251574			rs2431112-A	rs2431112	0	2431112	intron_variant	0	0.44	2E-13	12.698970004336019		0.002	[0.0014-0.0026] unit decrease	Affymetrix [15275733] (imputed)	N
5	rs12658019	5	103931707	rs2431112	2018-07-09	29691431	Tikkanen E	2018-04-24	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29691431	Biological Insights Into Muscular Strength: Genetic Findings in the UK Biobank.	Hand grip strength	334,825 British ancestry individuals	NA	5q21.2	NUDT12	AC099520.1			ENSG00000251574			rs2431112-A	rs2431112	0	2431112	intron_variant	0	0.4407	2E-15	14.698970004336019		0.002	[0.0014-0.0026] unit decrease	Affymetrix [15275733] (imputed)	N
5	rs12658019	5	103939674	rs12187898	2018-02-27	29292387	Turley P	2018-01-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29292387	Multi-trait analysis of genome-wide association summary statistics using MTAG.	Subjective well-being (MTAG)	388,538 European ancestry individuals	NA	5q21.2	NR	AC099520.1			ENSG00000251574			rs12187898-C	rs12187898	0	12187898	intron_variant	0	0.4809	2E-12	11.698970004336019		0.0129	[0.0094-0.0164] unit decrease	Illumina [NR] (imputed)	N
5	rs12658019	5	103944020	rs254024	2019-03-18	30643258	Karlsson Linner R	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643258	Genome-wide association analyses of risk tolerance and risky behaviors in over 1 million individuals identify hundreds of loci and shared genetic influences.	Risk-taking tendency (4-domain principal component model)	315,894 European ancestry individuals	NA	5q21.2	NUDT12	AC099520.1			ENSG00000251574			rs254024-T	rs254024	0	254024	intron_variant	0	0.4364	1E-11	11.0		0.01754736	[0.012-0.023] unit increase	Affymetrix [~ 11515000] (imputed)	N
5	rs12658019	5	103947205	rs2447828	2019-02-06	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Body mass index	approximately 458,000 European ancestry individuals	NA	5q21.2		AC099520.1			ENSG00000251574			rs2447828-?	rs2447828	0	2447828	intron_variant	0	NR	5E-10	9.301029995663981				NR [~ 8900000] (imputed)	N
5	rs77960	5	103956516	rs171697	2018-02-27	29292387	Turley P	2018-01-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29292387	Multi-trait analysis of genome-wide association summary statistics using MTAG.	Neuroticism (MTAG)	168,105 European ancestry individuals	NA	5q21.2	NR	AC099520.1			ENSG00000251574			rs171697-C	rs171697	0	171697	intron_variant	0	0.6686	2E-9	8.698970004336019		0.018	[0.012-0.024] unit decrease	Illumina [NR] (imputed)	N
5	rs77960	5	103956516	rs171697	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	5q21.2		AC099520.1			ENSG00000251574			rs171697-C	rs171697	0	171697	intron_variant	0	0.6712	5E-19	18.30102999566398		0.0133	[0.01-0.016] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
5	rs77960	5	103956516	rs171697	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (MTAG)	1,311,438 European ancestry individuals	NA	5q21.2	Intergenic	AC099520.1			ENSG00000251574			rs171697-C	rs171697	0	171697	intron_variant	0	0.6712	1E-22	22.0	(MTAG)	0.0137	[0.011-0.016] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
5	rs77960	5	103956516	rs171697	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken	430,445 European ancestry individuals	NA	5q21.2	Intergenic	AC099520.1			ENSG00000251574			rs171697-C	rs171697	0	171697	intron_variant	0	0.6666	5E-14	13.301029995663981		0.0181	[0.013-0.023] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
5	rs77960	5	103956516	rs171697	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken (MTAG)	811,539 European ancestry individuals	NA	5q21.2	Intergenic	AC099520.1			ENSG00000251574			rs171697-C	rs171697	0	171697	intron_variant	0	0.6666	1E-21	21.0	(MTAG)	0.0168	[0.013-0.02] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
5	rs77960	5	103956516	rs171697	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Well-being spectrum (multivariate analysis)	2,083,151 European ancestry individuals	287,239 European ancestry individuals	5q21.2	NR	AC099520.1			ENSG00000251574			rs171697-G	rs171697	0	171697	intron_variant	0	0.335880658967291	1E-15	15.0		0.007777971	[0.0059-0.0097] unit increase	NR [NR]	N
5	rs77960	5	103964585	rs77960	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Self-reported math ability (MTAG)	670,471 European ancestry individuals	NA	5q21.2	Intergenic	AC099520.1			ENSG00000251574			rs77960-A	rs77960	0	77960	intron_variant	0	0.333	2E-11	10.698970004336019	(MTAG)	0.0128	[0.0091-0.0165] unit decrease	Affymetrix, Illumina [7100000] (imputed)	N
5	rs77960	5	103964585	rs77960	2019-04-15	30696823	Jones SE	2019-01-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30696823	Genome-wide association analyses of chronotype in 697,828 individuals provides insights into circadian rhythms.	Chronotype	449,734  European ancestry individuals	248,098 European ancestry individuals	5q21.2	intergenic	AC099520.1			ENSG00000251574			rs77960-A	rs77960	0	77960	intron_variant	0	0.3304	8E-11	10.096910013008056		1.022346		Affymetrix [11880941] (imputed)	N
5	rs77960	5	103972357	rs30266	2019-01-21	29970889	Day FR	2018-07-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29970889	Elucidating the genetic basis of social interaction and isolation.	Loneliness	80,134 European ancestry cases, 364,890 European ancestry controls	NA	5q21.2	RAB9BP1	AC099520.1			ENSG00000251574			rs30266-G	rs30266	0	30266	intron_variant	0	0.672	8E-9	8.096910013008056		0.005	[0.0032-0.0068] unit decrease	NR [NR] (imputed)	N
5	rs77960	5	103972357	rs30266	2019-01-21	29970889	Day FR	2018-07-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29970889	Elucidating the genetic basis of social interaction and isolation.	Loneliness (MTAG)	487,647 European ancestry individuals	NA	5q21.2	NR	AC099520.1			ENSG00000251574			rs30266-G	rs30266	0	30266	intron_variant	0	0.671476	2E-8	7.698970004336019		0.012251923	[0.008-0.0165] unit decrease	NR [NR] (imputed)	N
5	rs77960	5	103972357	rs30266	2019-03-19	30718901	Howard DM	2019-02-04	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/30718901	Genome-wide meta-analysis of depression identifies 102 independent variants and highlights the importance of the prefrontal brain regions.	Depression	118,811 European ancestry cases, 327,427 European ancestry controls, 127,552 cases, 233,763 controls	414,055 European ancestry cases, 892,299 European ancestry controls	5q21.2	NR	AC099520.1			ENSG00000251574			rs30266-A	rs30266	0	30266	intron_variant	0	0.3296	2E-45	44.69897000433602		1.033	[1.028-1.037]	NR [8098588] (imputed)	N
5	rs12658019	5	103995368	rs325485	2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism spectrum disorder	18,381 European ancestry cases, 27,969 European ancestry controls	2,119 European ancestry cases, 142,379 European ancestry controls	5q21.2	Intergenic	AC099520.1			ENSG00000251574			rs325485-A	rs325485	0	325485	intron_variant	0	0.378	2E-6	5.698970004336019		1.066	[NR]	Illumina [9112387] (imputed)	N
5	rs77960	5	104002346	rs200312312	2017-07-19	28494655	Duncan L	2017-05-12	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/28494655	Significant Locus and Metabolic Genetic Correlations Revealed in Genome-Wide Association Study of Anorexia Nervosa.	Anorexia nervosa	3,495 European ancestry cases, 10,982 European ancestry controls	NA	5q21.2	NR	AC099520.1			ENSG00000251574			rs200312312-T	rs200312312	0	200312312	intron_variant	0	0.677	7E-8	7.154901959985743		1.2	[1.14-1.26]	Illumina [10641224] (imputed)	N
5	rs77960	5	104007433	rs325501	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Life satisfaction	80,852 European ancestry individuals	NA	5q21.2	NR	AC099520.1			ENSG00000251574			rs325501-C	rs325501	0	325501	intron_variant	0	0.578692005870663	9E-9	8.045757490560675		0.008452519	[0.0056-0.0113] unit decrease	NR [NR]	N
5	rs77960	5	104007433	rs325501	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Positive affect	410,603 European ancestry individuals	NA	5q21.2	NR	AC099520.1			ENSG00000251574			rs325501-C	rs325501	0	325501	intron_variant	0	0.578692005870663	2E-9	8.698970004336019		0.0076786946	[0.0052-0.0102] unit decrease	NR [NR]	N
5	rs12658019	5	104012303	rs325506	2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism and major depressive disorder (MTAG)	18,381 European ancestry autism cases, 27,969 European ancestry controls, 111,902 major depression cases, 312,113 controls	NA	5q21.2		AC099520.1			ENSG00000251574			rs325506-C	rs325506	0	325506	intron_variant	0	0.423	3E-11	10.522878745280337		0.057	[0.039-0.075] unit increase	Illumina [NR] (imputed)	N
5	rs77960	5	104037760	rs12055234	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Morning person	approximately 410,000 European ancestry individuals	NA	5q21.2		AC099520.1			ENSG00000251574			rs12055234-?	rs12055234	0	12055234	intron_variant	0	NR	1E-8	8.0				NR [~ 8900000] (imputed)	N
5	rs77960	5	104069917	rs161645	2013-04-09	23290196	Hek K	2013-01-02	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23290196	A genome-wide association study of depressive symptoms.	Depression (quantitative trait)	up to 34,549 European ancestry individuals	up to 16,709 European ancestry individuals	5q21.2	NUDT12	AC099520.1			ENSG00000251574			rs161645-A	rs161645	0	161645	intron_variant	0	0.34	8E-8	7.096910013008056				Affymetrix, Illumina [2391896] (imputed)	N
5	rs77960	5	104075130	rs6421926	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	5q21.2	NR	AC099520.1			ENSG00000251574			rs6421926-C	rs6421926	0	6421926	intron_variant	0	0.667427427661653	2E-10	9.698970004336019		0.011019456	[0.0076-0.0144] unit decrease	NR [NR]	N
